en,zh-hant,zh-hans
segregation coefficient,隔離係數,
segregation constant,隔離常數,
seismic tomography,地震斷層掃瞄,地震層析成像
Seismologic Society of America,美國地震學會,
seize,占用,
seizing signal,占用信號；占線信號,
seizure,占用,
seizure conditional,占用條件,
seizure signal,占用信號,
SEL,單事件鎖定,單事件鎖定
select,選擇,選取
select ADC register,選擇ADC暫存器,
select address output signal,選擇位址輸出信號,
select address,選擇位址,
select bit,選擇位元,
select circuit,選擇電路,
select clause,選擇子句,
select color,選擇色彩,
select command,選擇命令,
select error,選擇錯誤,
select error exception,選擇錯誤異常,
select frequency,選擇頻率,
select function,選擇功能,
select in,選擇輸入,
select input,選擇輸入,
select line,選擇線；選擇行,
select number,選擇號碼,
select order,選擇命令；選擇指令,
select out,選擇輸出,
select register,選擇暫存器,
select routine,選擇常式,
select standby,選擇待用設備；選擇備件,
select statement,選擇敘述,
select type command,選擇型命令,
select unit,選擇單位；選擇裝置,
select verify,選擇驗證,
select/omit level specification,選擇／省略位準規格,
selectability,選擇能力,
selectable,可選,
selectable diagnostic output device,可選診斷輸出裝置,
selectable length word,可選字長；可選長度字,
selectable unit,可選單位,
selected,選出；被選,
selected address,被選擇位址；被選位址,
selected area,被選區,
selected bit,被選位元,
selected cell,被選單元,
selected class,被選類別,
selected core,被選磁心,
selected function group,被選函數群,
selected item,選擇項目,
selected job queue,被選工件隊列,
selected length field,選出長度欄,
selected master file tape,被選主檔案帶,
selected parameter,被選參數,
selected research in microfiche,縮微膠片專題檢索服務,
selected test optimization program,選出測試最佳化程式,
select-execute loop control,選擇－執行迴路控制,
selecting,選擇,選擇
selecting data,選擇資料,
selecting operation,選擇操作,
selecting priority,選擇優先權,
selecting sequency,選擇序數,
selection,選擇,
selection acknowledge,選擇應答,
selection addressing,選擇定址,
selection algorithm,選擇算法,
selection bar,選擇條,
selection calling system,選擇呼叫系統,
selection character,選擇字元,
selection check,選擇核對,
selection check device,選擇檢查裝置,
selection component,選擇成分,
selection control,選擇控制,
selection core matrix,選擇磁心矩陣,
selection criteria,選擇準則,
selection dump,選擇傾印,
selection field,選擇欄,
selection function,選擇函數；選擇功能,
selection information,選擇資訊,
selection lever,選擇桿,
selection list,選擇串列,
selection menu,選擇菜單,
selection network,選擇網路,選擇網絡
selection operation,選擇操作,
selection operator,選擇運算子,
selection panel,選擇面板,
selection path,選擇路徑,
selection plugboard,選擇插板,
selection position,選擇位置,
selection priority,選擇優先級,
selection problem,選擇問題,
selection procedure,選擇程序,
selection program,選擇程式,
selection ratio,選擇比,
selection replacement approach,選擇替代方法,
selection replacement technique,選擇替換技術；選擇替換法,
selection scheme,選擇方案,
selection sequence,選擇順序,
selection sequential access,選擇順序存取,
selection set,選擇集合,
selection signal,選擇信號,
selection signal code,選擇信號（代）碼,
selection sort,選擇分類；選擇排序,
selection time,選擇時間,
selection tree,選擇樹,
selection wire,選擇線,
selection with interchange,交換選擇法,
selective,選擇,
selective absorption,選擇吸收,
selective abstract,選擇摘要,
selective addressing,選擇定址,
selective area recovery,選擇區恢復,
selective assembly,選擇組合,
selective attention,選擇注意,選擇注意
selective automonitoring tracking routine,選擇自動監視追蹤常式,
selective bottom up,選擇由下而上,
selective call number,選擇呼叫號碼,
selective calling,選擇呼叫,
selective calling system,選擇呼叫系統,
selective cavity oscillator,選擇空腔振盪器,
selective channel,選擇通道,
selective channel input bus,選擇通道輸入匯流排,
selective channel output bus,選擇通道輸出匯流排,
selective circuit,選擇電路,
selective clock stretching,選擇時鐘伸展,
selective combiner,選擇組合器（程序）,
selective complement accumulator,選擇補數累積器,
selective construct,選擇構造,
selective costing,選擇成本法,
selective cryptographic session,選擇密碼對話,
selective data management system,選擇性資料管理系統,
selective data processing,選擇性資料處理,
selective diffusion,選擇擴散,
selective digit emitter,選擇數位發射器,
selective display,選擇顯示,
selective dissemination,選擇配送,
selective dissemination of information,資訊選擇傳播,
selective diversity combining,選擇分集合併,
selective dump,選擇傾印,
selective erase,選擇抹除,
selective etching,選擇蝕刻,
selective fading,選擇衰落,
selective FIDO trace,選擇FIDO追蹤,
selective generalization rule,選擇性概括規則,
selective index,選擇索引,
selective inductive learning,選擇性歸納學習,
selective information,選擇資訊,
selective information retrieval,選擇資訊檢索,
selective inheritance,選擇繼承,
selective interference,選擇干擾,
selective length field,選擇長度場,
selective line editing,選擇行編輯,
selective listing,選擇列表,
selective mark insertion,選擇標示插入,
selective network,選擇性網路,
selective oxidation process,選擇氧化處理,
selective plating,選擇電鍍,
selective preemption,選擇占先,
selective printing,選擇（性）列印,
selective prompting,選擇性提示,
selective reject,拒選,
selective reject command,選擇拒絕命令,
selective repeat,選擇性重複,
selective repeat procedure,選擇性重複程序,
selective retransmission,選擇性再傳輸,
selective retransmission ARQ,選擇性ARQ再傳輸,
selective ringing,選擇（性）振鈴,
selective sequence calculator,選擇順序計算器,
selective sequence electronic calculator,選擇順序電子計算器,
selective sequential,順序選擇；按序選擇,
selective serial update,順序選擇更新,
selective statement,選擇敘述,
selective tape listing,選擇磁帶列表,
selective tape print,選擇磁帶列印,
selective top down,選擇自上而下,
selective top to bottom algorithm,選擇自上而下算法,
selective trace,選擇追蹤,
selective tracing,選擇追蹤,
selective tracing routine,選擇追蹤常式,
selective track,選擇磁軌,
selective transmission,選擇傳輸,
selective transmittance,選擇透射率,
selective type,選擇類型,
selective updating,選擇更新,
selective wait,選擇等待,
selective waveguide,選擇波導（管）,
selectivity,選擇性,
selectivity clear accumulator,選擇性清除累加器,
selector bus,選擇器匯流排,
selector channel,選擇器通道,選擇通道
selector channel emulation unit,選擇器通道仿真單元,
selector channel executive,選擇器通道執行,
selector input/output processor,選擇器輸入／輸出處理機,
selector light pen,選擇用光筆,
selector mode,選擇器模式,
selector pen,選擇器筆,
selector pen attention,選擇器筆注意,
selector plus routine,正選擇器常式,
selector register,選擇器暫存器,
selector unit channel,選擇器裝置通道,
selector,選擇器,
selectron,選擇管,
selectron storage,選擇管儲存器,
selenium,硒,
selenium diode matrix alloy logic,硒二極體矩陣合金邏輯,
selenium rectifier,硒整流器,
selenlum diode matrix alloy logic,硒合金二極管矩陣邏輯,
self-act,自動,
self-acting,自作用,自作用
self-adapting,自適,自適應
self-adapting computer,自適電腦,
self-adapting memory,自適記憶體,
self-adapting program,自適程式,
self-adapting report generator,自適報表產生器,
self-adapting system,自適系統,
self-adaptive interface,自適介面,
self-adjoint,自毗連,
self-adjointness,自毗連性,
self-adjusting,自調,
self-adjusting automaton,自調自動機,
self-adjusting communication,自調通信,
self-aligning,自對準,
self-aligning gate,自對準閘,
self-aligning gate transistor,自對準閘電晶體,
self-aligning system,自對準系統,
self-anti dual function,自反雙重函數,
self-application,自應用,
self-assembler,自組合程式,
self-assessment procedure,自評價程序,
self-authentication,自鑒定,
self-awareness,自我意識,
self-balanced,自平衡,
self-banking,自助銀行業務,
self-bias,自偏壓；自偏移,
self-block,自阻,
self-booting,自啟動,自啟動
self-calibration,自校準,自定標
self-check,自檢；自檢查,
self-check code,自檢碼,
self-check digit,自檢數位,
self-check field,自檢欄,
self-check program,自檢查程式,
self-checker,自檢器,
self-checking,自檢,自檢驗
self-checking circuit,自檢電路,自檢電路
self-checking cleaner,自檢清潔器,
self-checking code,自檢碼,
self-checking number,自檢號碼,
self-checking number device,自檢號碼裝置,
self-checking number system,自檢號碼系統,
self-checking numeral,自檢數字,
self-checking program,自檢程式,
self-checking synchronous sequential computer,自檢同步順序計算機,
self-checking system,自檢系統,
self-checking technique,自檢技術,
self-clocking,自計時,自同步[時鐘]
self-clocking ability,自計時能力,
self-clustering,自叢集,
self-compatibility,自相容性,
self-compensating,自補償,
self-compiling compiler,自編譯編譯程式,
self-compiling language,自編語言,
self-complement,自補,
self-complement digraph,自補有向圖,
self-complementary graph,自補圖,
self-complementing code,自補碼,
self-complementing counter,自補計數器,
self-complementing graph,自補圖,
self-configurating operating system,自組態作業系統,
self-conjugate,自共軛,
self-consistent,自相容；自相一致,
self-contained control,自足式控制,
self-contained data language,自足資料語言,
self-contained database,自足資料庫,
self-contained DBMS,自含型資料庫管理系統,
self-contained digraph,自含有向圖,
self-contained facility,自含設施,
self-contained generated data,自含產生資料,
self-contained hardware unit,自含硬體裝置,
self-contained language system,自含語言系統,
self-contained loop,自含迴路,
self-contained program loader,自含程式載入器,
self-contained system,自含系統,
self-contained,自足式；自含式,
self-control access,自控存取,
self-converse digraph,自逆有向圖,
self-cooling,自冷卻,
self-correcting,自校正,
self-correcting code,自校正碼,
self-correcting link,自校正鏈接,
self-correcting technique,自校正技術,
self-correlation,自相關,
self-debugger,自除錯器,
self-decode,自解碼,
self-decode delimiter,自解碼定界符,
self-decoding readout,自解碼讀出,
self-defined parameter,自定義參數,
self-defining,自定義,
self-defining character,自定義字元,
self-defining data,自定義資料,
self-defining data name,自定義資料名,
self-defining delimiter,自定義定界符,
self-defining term,自定義項,
self-defining value,自定義值,
self-delimiting,自定界,
self-delineating block,自劃界塊,自划界塊
self-demagnetization,自消磁,
self-demagnetizing factor,自消磁因子,
self-demagnetizing field,自消磁場,
self-demarcating code,自定界碼；自分界碼,
self-demarking code,自定界碼,
self-describing,自描述,
self-describing entry,自描述登錄,
self-description,自描述,自描述
self-descriptiveness,自描述性,自描述性
self-diagnosable,可自診斷,
self-diagnosable modular system,可自診斷模組系統,
self-diagnosable system,可自診斷系統,
self-diagnosis function,自診斷功能,自診斷功能
self-diagnostic,自診斷,
self-diagnostic alarm panel,自診斷警報面板,
self-diagnostic function,自診斷功能,
self-diagnostic program,自診斷程式,
self-diagnostic test,自診斷測試,
self-diagnostic testing routine,自診斷測試常式,
self-documenting program,自編文件程式,
self-dual,自對偶,
self-dual function,自對偶函數,
self-dual graph,自對偶圖,
self-dual matrix,自對偶矩陣,
self-dual system,自對偶系統,
self-duality,自對偶性,
self-editor,自編輯器,
self-embedding,自嵌入,自嵌[入]
self-embedding grammar,自嵌入文法,
self-embedding inference,自嵌入推理,
self-embedding property,自嵌入性質,
self-enclosed,自閉合,
self-erasure,自抹除,
self-evident code,自明碼,
self-excitation,自激,
self-excitation oscillation,自激振盪,
self-explanatory,自說明性,
self-extensible language,可自擴充語言,
self-extensible software package,可自擴充套裝軟體,
self-focusing optical fiber,自聚焦光纖,
self-generating dictionary,自產生字典,
self-healing,自行復原,
self-healing thermionic tube,自行復原熱離子管,
self-heterodyne,自差；自外差,
self-imaging,自成像,
self-improvement,自改進；自我改善,
self-indexed file,自索引檔案,
self-indexing file,自索引檔案,
self-inductance,自感,
self-induction,自感應,
self-information,自資訊,
self-initializing,自行初始化,
self-initializing program,自行初始化程式,
self-initializing test,自行初始化測試,
self-initializing test sequence,自行初始化測試序列,
self-installability,自安裝性,
self-instructed carry,自動進位,
self-interference,自干擾,
self-interpreting program generator,自解譯程式產生器,
self-intersection,自相交,自相交
self-interval timer,自間隔計時器,
self-isolation resistor,自隔離電阻器,
self-join,自聯合,"自聯結, *自連接"
self-knowledge,自身知識,自省知識
self-learning,自學,自學習
self-learning computer,自學電腦,
self-learning system,自學系統,
self-left recursion,自我左遞迴,
self-loading cartridge,自載入匣,
self-loading program,自載入程式,
self-lock mechanism,自鎖機制,
self-locking property,自鎖性質,
self-locking,自鎖,
selfloop,自迴路,自圈
self-loop,自迴路,
self-magnetic environment,自感磁環境,
self-magnetic flux,自感磁通量,
self-model,自模型,自模型
self-modification program,自修改程式,
self-modifying,自修改,
self-modifying channel program,自修改通道程式,
self-modifying function,自修改函數,
self-modifying instruction,自修改指令,
self-modifying operation,自修改操作,
self-modifying program,自修改程式,
self-monitoring,自監視,
self-monitoring system,自監視系統,
self-operated controller,自操作控制器,
self-optimizing communication,自行最佳化通信,
self-optimizing control,自行最佳化控制,自尋優控制
self-organization,自我組織,
self-organization mapping,自組織映射,自組織映射
self-organization theory,自組織理論,
self-organized learning,自我組織學習,
self-organizing,自組織,
self-organizing binary logical network,自組織二進制邏輯網路,
self-organizing computer,自組織電腦,
self-organizing control,自組織控制,
self-organizing controller,自組織控制器,
self-organizing equipment,自組織設備,
self-organizing list,自組織列表,
self-organizing machine,自組織機,
self-organizing neural network,自組織類神經網絡,自組織神經網絡
self-organizing program,自組織程式,
self-organizing routing method,自組織選路方法,
self-organizing symbol table,自組織符號表,
self-organizing system,自組織系統,自組織系統
self-oscillating regime,自振狀態,
self-paced instructional tool,自調進度教學工具,
self-phasing code,自定相碼,
self-planning,自規劃,自規划
self-programmed electronic equation delineator,自程控電子方程式描繪器,
self-programming,自程式設計,
self-programming computer,自編程式電腦,
self-programming software,自編程式軟體,
self-programming system,自編程式系統,
self-protecting,自保護,
self-protection,自保護,
self-protection jamming,自保護干擾,
self-pulse modulation,自脈衝調變,
self-purging redundancy,自清除冗餘,
self-reading,自讀,
self-recovery,自恢復,
self-reference,自引用；自參考,自引用
self-referential structure,自參考結構,
self-reflective program,自反射程式,
self-refreshed dynamic memory,自再新動態記憶體,
self-registered operating system,自登記作業系統,
self-registered technology,自登記技術,
self-registration,自對準；自登記,
self-regulating,自調節,自調整
self-regulating error-correct coder-decoder,自調節改錯編碼解碼器,
self-regulation,自調整,
self-relative,自相對,
self-relative address,自相對位址；自行相對位址,
self-relative addressing,自相對定址；自行相對定位,
self-relative computer,自相對電腦,
self-relative subroutine,自相對次常式,
self-relocating program,自再定位程式,
self-relocation,自再定位,自重定位
self-repair,自修復,自修理
self-repair system,自修復系統,
self-repairability,自修復性,
self-repairing,自修復,
self-repairing circuit,自修復電路,
self-repairing computer,自修復電腦,
self-repairing fault tolerant system,自修復容錯系統,
self-reproducing,自再生,
self-reproducing automaton,自再生自動機,
self-reproducing function,自再生功能,
self-reset,自重置,
self-reseting loop,自重置迴路,
self-restoring loop,自復原迴路,
self-retrieval,自檢索,
self-routing,自選路,
self-scanned array,自掃瞄陣列,
self-scanned linear array,自掃瞄線性陣列,
self-scanned photosensing array,自掃瞄感光陣列,
self-scanning array,自掃瞄陣列,
self-scheduled algorithm,自排程演算法,自調度算法
self-scheduling,自排程,自調度
self-selecting U-scan,自選擇U掃瞄,
self-service financial terminal,自助型財務終端,
self-similar network traffic,自相似網路流量,自相似網絡業務
self-similar solution,自相似解,
self-standing system,自常駐系統,
self-study course,自學課程,
self-supervisor,自監督器,
self-support system,自支援系統,
self-sustained oscillation,自持續振盪,
self-synchronizing code,自同步碼,
self-synchronizing,自同步,
self-synchronous cipher,自同步密碼,自同步密碼
self-test,自測；自我測試,
self-test factor,自測因數,
self-testable failure set,可自測故障集,
self-testing,自測,自測試
self-testing cartridge,自測匣,
self-testing circuit,自測電路,
self-testing factor,自測因數,
self-testing modem,自測試數據機,
self-threading cartridge,自動穿帶匣,
self-threading tape,自穿線帶,
self-timing,自定時,
self-training environment,自訓練環境,
self-translator,自翻譯器,
self-triggered program,自啟動程式,
self-tuning,自調諧,
self-tuning control,自調諧控制,自校正控制
self-tuning regulator,自調諧調整器,
self-validating code,自驗証碼,
self-ventilation,自通風,
self-virtualizing,自虛擬,
self-virtualizing machine,自虛擬機,
selling price,銷售價格,
selling warehouse,銷售倉庫,
selsyn,自同步；自同步機,
selsyn control,自同步機控制,
selsyn data system,自同步資料系統,
selsyn device,自同步裝置,
selsyn motor,自同步馬達,
selsyn system,自同步系統,
semanteme,語意元素,
semantic,語意,語義
semantic action,語意作用,
semantic ambiguity,語意歧義,
semantic analysis,語意分析,語義分析
semantic analyzer,語意分析程式,
semantic analyzing machine,語義分析機,
semantic attribute,語意屬性,語義屬性
semantic binary relationship model,語意二元關係模型,
semantic check,語意檢查,
semantic clash,語意撞擊,
semantic code,語意碼,
semantic compatibility,語意相容性,
semantic component,語意成分,
semantic correctness,語意正確度,
semantic correlation,語意相關,
semantic data independence,語意資料獨立性,
semantic data mode,語意資料模式,
semantic data model,語意資料模型,語義數據模型
semantic database integrity,語意資料庫完整性,
semantic database technology,語意資料庫技術,
semantic definition,語意定義,
semantic dependency,語義相關性,語義相關性
semantic description,語意描述,
semantic design method,語意設計方法,
semantic dictionary,語意詞典,語義詞典
semantic disintegrity,語意不完整性,
semantic distance,語意距離,語義距離
semantic domain,語意域,
semantic equivalence,語意等價,
semantic error,語意錯誤,
semantic error checking,語意錯誤檢查,
semantic error handing,語意錯誤處置,
semantic error source,語意錯誤源,
semantic evaluation,語意評估,
semantic expressiveness,語意表示,
semantic field,語意場,語義場
semantic function,語意函數,
semantic generation,語意產生,
semantic grammar,語意文法,
semantic information,語意資訊,語義信息
semantic information function,語意資訊函數,
semantic information processing,語意資訊處理,
semantic information retrieval,語意資訊檢索,
semantic information retriever,語意資訊檢索器,
semantic integrity,語意完整性,
semantic integrity constraint,語意完整性約束,
semantic interpretation,語意解譯,
semantic interpretation function,語意解譯函數,
semantic knowledge,語意知識,
semantic language,語意語言,
semantic line finder,語意行尋檢器,
semantic logic notation,語意邏輯記法,
semantic logic structure,語意邏輯結構,
semantic marker,標誌語意,
semantic matching,語意匹配,
semantic matrix,語意矩陣,
semantic meaning,語意意義,
semantic memory,語意記憶體,語義記憶
semantic memory model,語意記憶體模型,
semantic memory net,語意記憶體網,
semantic meta language,語意元語言,
semantic model,語意模型,
semantic net,語意網,
semantic network,語意網路,語義網絡
semantic notation,語意記法,
semantic paradox,語意悖論,
semantic pattern matching,語意型樣匹配,
semantic preference,語意優選,
semantic primitive,語意基元,
semantic procedure,語意程序,
semantic processing,語意處理,
semantic query optimization,語意查詢最佳化,
semantic relation data model,語意關係資料模型,
semantic representation language,語意表示語言,
semantic resolution,語意分解,
semantic routine,語意常式,
semantic routine call,語意常式呼叫,
semantic routine notation,語意常式記法,
semantic routine number,語意常式號碼,
semantic sequence,語意順序,
semantic space construction,語意空間構造,
semantic specification,語意規格,
semantic stack,語意堆疊,
semantic stack configuration,語意堆疊組態,
semantic stack element,語意堆疊元素,
semantic symbol,語意符號,
semantic tableaux algorithm,語意表格演算法,
semantic test,語意檢查,語義檢查
semantic theory,語意理論,語義理論
semantic tree,語意樹,語義樹
semantic unification,語意統一,語義合一
semantic valuation function,語意評價函數,
semantic word,語意字,
semantics,語意；語意學,語義學
semantics oriented language,語意導向語言,
semantics translator,語意翻譯器,
semantics-based query optimization,語意為主的查詢最佳化,基于語義的查詢優化
semaphore,旗號,信號量
semaphore primitive,旗號基元,
semaphore queue management,旗號隊列管理,
semaphore signaling,旗號發信,
semaphore symbol,旗號符號,
semaphore word,旗號字,
semeiology,記號學；徵候學,
semi,半,
semi-addition,半加法,
semi-automatic,半自動,
semi-automatic artwork generator system,半自動原圖產生器系統,
semi-automatic checkout equipment,半自動檢測設備,
semi-automatic circuit,半自動電路,
semi-automatic coding,半自動編碼,
semi-automatic continuous tape relay switching,半自動連續帶繼電器交換,
semi-automatic control,半自動控制,
semi-automatic controller,半自動控制器,
semi-automatic ground environment system,半自動防空系統,
semi-automatic ground environment,半自動地面（防空）環境,
semi-automatic inserting machine,半自動插入機器,
semi-automatic low data rate input,半自動低資料率輸入,
semi-automatic message switching,半自動訊息交換,
semi-automatic message switching center,半自動訊息交換中心,
semi-automatic operation,半自動作業,
semi-automatic processor,半自動處理機,
semi-automatic program,半自動程式,
semi-automatic program checkout equipment,半自動程式檢測設備,
semi-automatic programming,半自動程式設計,
semi-automatic relay system,半自動繼電器系統,
semi-automatic selection,半自動選擇,
semi-automatic service,半自動服務,
semi-automatic test equipment,半自動測試設備,
semi-automatic working,半自動工作,
semi-automation,半自動化,
semi-autonomous multiprocessor,半自律多處理機,
semi-changeable ROM,半可變唯讀記憶體,
semi-circle,半圓,
semi-closed shop,半閉合場,
semi-colloid,半膠體,
semicolon,分號,
semicolon count,分號計數,
semi-compiled,半編譯的,
semicompiler,半編譯程式,
semicomputability,半可算性,
semicomputable,半可算,
semicomputable predicate,半可計算述詞,
semicomputable set,半可算集,
semicomputer,準計算機,
semiconductive,半導電,
semiconductive glass,半導電玻璃,
semiconductor active memory,半導體現用記憶體,
semiconductor advanced memory,半導體高級記憶體,
semiconductor amplifier,半導體放大器,
semiconductor bipolar processor,半導體雙極處理機,
semiconductor channel,半導體通道,
semiconductor chip,半導體晶片,
semiconductor chip bonding,半導體晶片焊接,
semiconductor component,半導體組件,
semiconductor crystal,半導體晶體,
semiconductor device,半導體裝置,
semiconductor diffusion,半導體擴散,
semiconductor diode,半導體二極體,
semiconductor disc memory,半導體磁碟記憶體,
semiconductor donor,半導體施體,
semiconductor dopant,半導體摻雜劑,
semiconductor doping,半導體摻雜,
semiconductor dual in-line package,半導體雙直插組件,
Semiconductor Equipment and Materials Institute,半導體設備與材料學會,
semiconductor function block,半導體功能段,
semiconductor hole,半導體孔,
Semiconductor Industry association,半導體工業協會,
semiconductor integrated circuit,半導體積體電路,
semiconductor junction,半導體連接,
semiconductor laser,半導體雷射,
semiconductor material,半導體材料,
semiconductor memory,半導體記憶；半導體記憶體,半導體存儲器
semiconductor memory component,半導體記憶組件（部）件,
semiconductor memory design,半導體記憶設計,
semiconductor memory integrated device,半導體記憶積體裝置,
semiconductor memory module,半導體記憶模組,
semiconductor memory technology,半導體記憶技術,
semiconductor memory test system,半導體記憶測試系統,
semiconductor memory type,半導體記憶體類型,
semiconductor network,半導體網路,
semiconductor parameter,半導體參數,
semiconductor RAM,半導體RAM,
semiconductor storage,半導體儲存,
semiconductor storage module,半導體儲存模組,
semiconductor storage unit,半導體儲存器裝置,
semiconductor store,半導體儲存,
semiconductor technology,半導體技術,
semiconductor trap,半導體陷阱,
semiconductor triode,半導體三極體,
semiconductor type,半導體類型,
semiconductor,半導體,
semi-continuous channel,半連續通道,
semicontinuous function,半連續函數,
semicustom chip,半定製晶片,
semicut set,半割集,
semicycle,半圓；半圈,
semi-decidability,半可決策性,
semi-decidable,半可決策性的,
semidefinite integral form,半定積分形式,
semidefinite matrix,半定矩陣,
semidefinite operator,半定運算子,
semidefinite quadratic form,半定二次形式,
semi-discrete approximation,半離散近似,
semi-distributed hardware system,半分散式硬體系統,
semi-dry process,半乾處理,
semiduplex,半雙工,
semi-duplex operation,半雙工作業,
semi-electronic switch,半電子開關,
semi-electronic switching system,半電子交換系統,
semi-empirical,半經驗,
semi-empirical calculation,半經驗計算,
semi-empirical equation,半經驗方程式,
semi-empirical relationship,半經驗關係,
semi-explicit,半顯式,
semifast Fourier transform,半快速傅立葉變換,
semifixed length record,半固定長度記錄,
semifixed length record memory,半固定長度記錄記憶體,
semiflexible board,半柔性印刷線路板,
semigraphical method,半圖解法,
semigroup,半群,
semigroup method,半群法,
semigroup property,半群性質,
semi-heavy loading,半重負載,
semi-increment,半增量,
semi-infinite storage tape,半無限儲存帶,
semi-infinite tape,半無限帶,
semi-insulating,半絕緣,
semi-integrated type,半積體型,
semi-interquartile range,半內四分距,
semi-irreducible graph,半不可約圖,
semi-iterative method,半疊代方法,
semi-iterative process,半疊代處理,
semijoin,半聯結,半聯結
semilattice,半晶格,
semilinear,半線性,
semilinear set,半線性集,半線性集
semilocal convergence,半局部收斂,
semilog,半對數,
semi-log paper,半對數坐標紙,
semi-logarithmic coordinate paper,半對數坐標紙,
semi-magnetic controller,半磁控制器,
semi-Markov chain,半馬可夫鍊,
semimetal,半金屬（元素）,
semi-micro xerography,半微型靜電印刷術,
semi-natural language,半自然語言,
seminorm,半模；半範數,
seminumerical algorithm,半數值算法,
seminumerical analysis,半數值分析,
semi-open shop,半開場,
semiorbit,半軌道,
semiotics,徵候學,
semiparabolic,半拋物線,
semipath,半路徑,
semiperiod,半週期,
semipermanent connection,半永久性連接,
semipermanent data,半永久資料,
semipermanent electronic storage,半永久電子儲存器,
semipermanent store,半永久儲存,
semi-physical simulation,半物理模擬,半實物仿真
semi-predicate function,半述詞函數,
semi-private circuit,半私用電路,
semirandom access memory,半隨機存取記憶體,
semirandom access storage,半隨機存取儲存器,
semi-rational formula,半理論公式；半有理式,
semi-real-time,半實時,
semi-real-time processing,半即時處理,
semirigid cable,半剛性電纜,
semiselective ringing,半選擇振鈴,
semisinusoidal,半正弦的,
semisolid,半固體；半固態,
semistatic memory,半靜態記憶體,
semistructured decision,半結構化決策,
semi-threshold logic,半定限邏輯,
semi-Thue production,半圖厄生產,
semi-Thue system,半圖厄系統,半圖厄系統
semitriangular basis,半三角基底,
semitriangular form,半三角形式,
semi-vocoder,半聲碼器,
semiwalk,半行走,
semiweak key,半弱鍵,
senary,六進制；六進,
send,發送,
send ahead,提前發送,
send answer,送答,
send back system,回送系統,
send buffer address,發送緩衝位址,
send common,發送公用,
send console,發送控制台,
send control predefined procedure,發送控制預定義程序,
send data condition,發送資料條件,
send data,發送資料,
send data/receive data request,發送／接收資料請求,
send filter,發送濾波器,
send in error,誤發,
send message,發送訊息,
send only service,唯送服務,
send only,唯送,
send processor,發送處理機,
send request circuit,求送電路；請求發送電路,
send sequence number,發送順序號碼,
send signal,發送信號,
send state,發送狀態,
send state variable,發送狀態變數,
send statement,發送敘述,
send terminal,發送終端,
send/receive,發送／接送,
send/receive keyboard,發送／接收鍵盤,
send/receive protocol,發送／接收協定,
send/receive teletypewriter,發送／接收電傳打字機,
sender,發送器,
sender attachment delay,發送器附屬裝置延遲,
sender queue,發送者佇列,
sending,發送,
sending acknowledgement,發送應答,
sending area,發送區,
sending buffer,發送緩衝,
sending end crossfire,發送端交射電流,
sending entity,發送實體,
sending field,發送欄,
sending item,發送項,
sending job,發送工件,
sending node,發送節點,
sending pacing,發送定步,
sending point,發送點,
sending processor,發送處理機,
sending signal,發送信號,
sending station,發送站,
sending transport entity,發送傳送實體,
sending voltage,發送電壓,入射電壓
senior,資深,
senior analyst,資深分析員,
senior management,資深管理,
senior programmer,資深程式設計師,
senior ship radio officer,資深船無線電官員,
senior system analyst,資深系統分析員,
senior system designer,資深系統設計師,
seniority,前輩；高位數,
sense amplifier,感測放大器,讀放大器
sense amplifier circuit,感測放大器電路,
sense amplifier gate,感測放大器閘,
sense amplifier,感測放大器,
sense bit,感測位元,
sense byte,感測位元組,
sense circuit,讀出電路,讀出電路
sense code,感測碼,
sense command,感測命令,
sense console,感測控制台,
sense control block,感測控制塊,
sense data,感測資料,
sense device status word,感測裝置狀態字,
sense digit line,感測數位線,
sense field,感測欄,
sense information,感測資訊,
sense latch,感測閂,
sense light,感測燈,
sense line,感測線,讀出線
sense order,感測命令,
sense printer,感測列印機,
sense recovery time,感測恢復時間,
sense register,感測暫存器,
sense response,感測回應,
sense signal,感測信號,
sense status byte,感測狀態位元組,
sense switch,感測開關,
sense winding,感測線捲,
sense wire,感測線,
sense,感測；感知,
sensibility,靈敏度；靈敏性,
sensible,可感測,
sensible field,可感測欄,
sensible information processing,可感測資訊處理,
sensing,感測,
sensing coil,感測線圈,
sensing element,感測元件,
sensing head,感測頭,
sensing hole,感測孔,
sensing line,感測線,
sensing marker,感測標誌,
sensing mechanism,感測機構,
sensing pin,感測針,
sensing station,感測站,
sensing tape,感測帶,
sensing technique,感測技術,
sensing winding,感測捲,
sensitive,敏感,
sensitive data,敏感資料,敏感數據
sensitive detector demodulator,敏感檢測解調器,
sensitive fault,敏怠故障；有感故障；有感錯失,敏感故障
sensitive film,感光軟片,
sensitive information,敏感資訊,
sensitive printer,敏感列印機,
sensitive relay,敏感繼電器,
sensitive segment,敏感段,
sensitivity,靈敏度；敏感度,敏感性
sensitivity analysis,靈敏度分析,
原文,臺灣用語,大陸用語
z address,z位址,
z code,z碼,
z height,z高度；頂點,
z impedance,z阻抗,
z select input,z選擇輸入,
z time,格林威治子午圈平均時,
z-80 development system,z80開發系統,
z-80 industrial BASIC language,z80工業BASIC語言,
Z80 microprocessor,Z80微處理機,
z-80 processor board,z80處理機板,
z-8000 microprocessor,z8000微處理機,
Zato code indexing,札特碼索引,
Zato coding,札特寫碼,
Zato coding system,札特寫碼系統,
z-axis,z軸（直角坐標系中）,
sensitivity category,敏感度類別,涉密范疇
