en,zh-hant,zh-hans
numerical science,數值科學,
numerical search,數值搜索,
numerical selection,號碼選擇,
numerical selector,號碼選擇器,
numerical sequence code,數值順序碼,
numerical signal,數值信號,
numerical subroutine library,數值次常式程式館,
numerical system,數系；數制,
numerical tape,數值帶,
numerical tape punch,數值帶打孔,
minicomputer library system,迷你電腦圖書館系統,
minicomputer network,迷你電腦網路,
minicomputer software,迷你電腦軟體,
minidiagnostic routine,迷你診斷常式,
minidisc,小型磁碟,
minidisk,小型磁碟,
minidisk directory,小型磁碟目錄,
minidiskette,小型軟磁片,
mini-emulator,小型仿真程式,
minified display,縮小顯示,
miniflexible disc,迷你軟磁碟,
minifloppy,小型軟碟,
minifloppy disk,迷你軟磁碟,
minifloppy disk drive,小型軟磁碟驅動,
minikeyboard,迷你鍵盤,
minikeypad,小型鍵板,
minimal access coding,最少存取編碼,
minimal access programming,最少存取程式設計,
minimal access routine,最少存取常式,
minimal Ada programming support environment,最小Ada程式設計支援環境,
minimal automatic computer,最小的自動計算機,
minimal automaton,最小自動機,
minimal BASIC,最小BASIC語言；最小培基語言,
minimal computer load,計算機最小負載,
minimal cost path,最小成本路徑,
minimal cover,最小覆蓋；最少覆蓋,
minimal discriminant descriptions,最小判別描述,
minimal function,最小函數,
minimal graph,最小圖,
minimal latency,最小潛伏；最短潛時,
numerical technique,數值技術,
numerical test algorithm,數值測試演算法,
numerical tool operation,數值工具操作,
numerical tracer control,數值追蹤控制,數字仿形控制
numerical word,數值字元,
numerically controlled machine,數值控制機,
numerically controlled machine tool,數值控制機床,
numerically controlled,數值控制,
numerically integrated differential analyzer,數值積分微分分析機；數位積體微分分析器,
num-lock key,數字鎖定鍵,
NURBS,非均勻有理B雲規,非均勻有理 B 樣條
nut clip,螺帽夾,
n-valued logic,n值邏輯,
n-valued switching theory,n值開關理論,
N-version programming,N版本程式設計,N版本編程
NVOD,近隨選視訊,准點播電視
n-way branch,n路分支,
n-word element,n字元素,
n-word vector,n字向量,
NXM,非存在記憶器,
Nyquist criteria,尼奎斯準則,奈奎斯特准則
Nyquist diagram,尼奎斯特圖,
Nyquist interval,尼奎斯間隔,
Nyquist rate,尼奎斯速率,
Nyquist sampling frequency,尼奎斯抽樣頻率,奈奎斯特采樣頻率
Nyquist sampling theorem,尼奎斯取樣理論,
minimal latency coding,最短潛時編碼,
minimal latency program,最短潛時程式,
minimal latency programming,最短潛時規劃；最短潛時程式設計,
minimal latency routine,最短潛時常式,
minimal latency subroutine,最短潛時次常式,
minimal machine,最小機器,
minimal network,最小網路,
minimal path,最短路徑,
minimal path problem,最短路徑問題,
minimal product-of-sums,最小和之積,
minimal protection,最小保護,最低保護
minimal row flow table,最少列流程表,
minimal segment,最小段,
minimal spanning tree,最小生成樹,最小生成樹
minimal spanning tree,最短跨樹；最小生成樹,
minimal storage,最小儲存器,
minimal sum-of-products,最小積之和,
minimal total processing time,最短總處理時間,
minimal tour,最小迴路,最小回路
minimal tree,最小樹,
minimality,極小性,
minimax,最小極大,
minimax approximation,最小極大近似,
minimax criterion,最小極大準則,
minimax method,最小極大法,
minimax principle,最小極大原理,
minimax search,最小極大搜尋,
minimax strategy,最小極大策略,
minimax system,最小極大系統,
minimax test,最小極大測試,最大最小測試
mini-micro designer,迷你微型設計師,
mini-micro software,迷你微型軟體,
minimization,最小化,
minimization of automaton,最小化自動機,
minimization of finite automaton,最小化有限自動機,有窮自動機最小化
minimization of interprocessor communication,處理機間通信最小化,
minimodem,迷你數據機,
minimodule drive,迷你模組驅動（器）,
minimum,最小值,
minimum access code,最小存取碼,
minimum access coding,最小存取編碼；最快存取編碼,
minimum access programming,最小存取程式設計；最快存取規劃,
minimum access retrieval system,最小存取檢索系統,
minimum access routine,最小存取常式,
minimum automatic computer,最小自動計算機,
minimum automatic machine,最小自動機,
minimum automatic machine for interpolation and extrapolation,內插法及外推法用微型自動機,
minimum balance,最小結餘,
minimum breakdown voltage,最小擊穿電壓,
minimum channel code,最小通道碼,
minimum channel select setup time,最小通道選擇設置時間,
minimum cost deadlock recovery,最小成本死鎖恢復,
minimum cover,最小蓋,
minimum cover of set of dependencies,最小相依集的覆蓋,依賴集的最小覆蓋
minimum CW count,最小的通道控制字計數,
minimum data set,最小資料集,
minimum delay code,最小延遲碼,
minimum delay coding,最小延遲編碼,
minimum delay programming,最小延遲程式設計,
minimum detectable signal,最小可檢測信號,
minimum discernible signal,最小可辨別信號,
minimum discriminable signal,最小可識別信號,
minimum distance classification,最小距離分類,
minimum distance classifier,最小距離分類器,
minimum distance code,最小距離碼,
minimum distance error correcting parser,最小距離錯誤更正剖析器,
minimum distance rectangular path,最小距離矩形路徑,
minimum energy requirement,最小能量需求,
minimum function,最小函數,
minimum high-threshold input-voltage,最小高定限輸入電壓,最小高閾值輸入電壓
minimum integration,最小整合,
minimum latency,最小潛伏,
minimum latency code,最小潛伏碼,
minimum latency program,最小潛伏程式,
minimum latency routine,最小潛伏常式,
minimum monthly maintenance charge,最低月維修費用,
minimum operation,最小運算,
minimum path cover,最小路徑覆蓋,
minimum phase shift keying,最小相移鍵控,
minimum phase shift network,最小相移網路,
minimum privilege,最小特權,最小特權
minimum processing time per operation,每次操作的最小處理時間,
minimum processor and computer,最小處理機及電腦,
minimum quantity,最小量,
minimum redundance,最小冗餘,
minimum shift keying,最小移位按鍵,
minimum signal recognition time,最小信號識別時間,
minimum size executive routines,最小執行常式,
minimum spanning tree,最小生成樹,
minimum state finite automaton,極小狀態有限自動機,
minimum station,最小網路站,
minimum storage,最小儲存,
minimum support tree,最小支援樹,
minimum teleprocessing communications system,最小電傳處理通信系統；最小電傳處理通訊系統,
minimum tour problem,最小旅行問題,
minimum truncation,最小截斷,
minimum vertex cover problem,最小頂點涵蓋問題,
minimum virtual memory,最小虛擬記憶體,
minimum weight routing,最小加權選路,
minimum zone,最小區域,最小范圍
minirelational database,迷你關連式資料庫,
miniremote control unit,迷你遠程控制裝置,
ministry of communications,通信部,
ministry of international trade and industry,日本通產省（＝經濟部）,
ministry of posts telephone and telegraph,日本郵政省（＝交通部）,
minisuper,迷你超級電腦,
mini-supercomputer,小型超級電腦,小巨型計算機
minitape,小型磁帶,
minitape cartridge,小型磁帶匣,
miniterm,小項,
minitype,小型；迷你型,
mini-Winchester disk drive,迷你溫徹斯特磁碟驅動機,
min-max multiple,最小－最大多重,
min-max search,極小－極大搜尋,
Minnesota Mining manufacturer(3M)data cartridge,3M資料匣,
Minnesota Mining manufacturer(3M)library system,3M館存系統,
minor class field,次級欄,
minor control change,次控制變更,
minor control data,次要控制數據；局部控制數據,
minor control field,次控制欄,
minor cycle,次循環,
minor cycle counter,小循環計數器,
minor determinant,次行列式,
minor failure,小故障,
minor key,次鍵,
minor loop,小迴路,
minor node,次節點,
minor structure,次結構,
minor switch,次要開關,
minor synchronization point,次同步點,
minor tick marks,次刻點標示,
minor time slice,小時間片,
minor total,小計；次總計,
minority carrier,少數載子,
minority language,少數語言,小語種
Minos pattern recognition machine,米諾斯圖型識別機,
minuend,被減數,
minus balance,負結餘,
minus flag,負旗標,
minus punch,負數打孔,
minus zero,負零,
minus zone,負區域,
mirror,鏡,鏡像
mirror image,鏡影像,
mirror language,鏡語言,
mirror transaction,鏡異動,
mirroring,鏡像；反映；映射同步；反射,
MIS,管理資訊系統,管理信息系統
MIS transistor,金屬絕緣電晶體,
misaddress,錯誤位址,
miscellaneous,雜項,
miscellaneous charge,雜項費用,
miscellaneous charge detail number,雜項費用明細號碼,
miscellaneous charge form,雜項費用表格,
miscellaneous charge list,雜項計費列表,
miscellaneous charge number,雜項費用號碼,
miscellaneous common carrier,雜項公用載波,
miscellaneous cost,雜項成本,
miscellaneous data,雜項數據,
miscellaneous data record,雜項資料記錄,
miscellaneous description,雜項描述,
miscellaneous detail,雜項明細,
miscellaneous detail form,雜項明細表格,
miscellaneous detail number,雜項明細號碼,
miscellaneous detail status code,雜項明細狀態碼,
miscellaneous detail unload,雜項明細卸載,
miscellaneous equipment specification,雜項設備規格,
miscellaneous form,雜項表格,
miscellaneous function,雜項功能,
miscellaneous intercept,雜項截取,
miscellaneous issues,雜項發料,
miscellaneous issues transaction,雜項發料異動,
miscellaneous number,雜項號碼,
miscellaneous receipt transaction,雜項接收異動,
miscellaneous records,雜項記錄,
miscellaneous simulation generator,雜項模擬產生器,
miscellaneous standard fixed cost,雜項標準固定成本,
miscellaneous standard fixed quantity,雜項標準固定數量,
miscellaneous standard unit cost,雜項標準單位成本,
miscellaneous standard unit quantity,雜項標準單位數量,
miscellaneous time,雜項時間,
miscellaneous unidentified transmission,雜項未識別傳輸,
misclassification,錯分類；誤分類,誤分類
misconnect,錯接,錯接
MISD,多指令[流]單資料流,多指令[流]單數據流
MISD computer,多指令單數據流計算機,
misdelivery probability,誤送機率,
misfeed,誤饋；誤傳送,
misidentification,錯誤識別,
mismark,錯標示,
mismatch,失配；不匹配；不符合,失配
mismatch indicator,失配指示器,
misoperation,誤操作,
misprint,誤打孔,
misrecognition,錯誤識別,
misregistration,偏移,
miss penalty,漏失懲罰,缺失損失
miss rate,漏詩率,缺失率
missed synchronization,漏同步,
missend,誤發,
missile borne computer,飛彈載裝計算機,
missile ground equipment,飛彈地面設備,
missile guidance computer,飛彈導引計算機,
missile intercept data acquisition system,飛彈截取數據獲取系統,
missile system checkout program,飛彈系統檢測程式,
missile system checkout programmer,飛彈系統檢測程式設計師,
missile trajectory data system,飛彈彈道資料系統,
missile trajectory measurement system,飛彈彈道測量系統,
missing,遺漏,
missing address marker,遺漏位址標誌,
missing clock,遺漏計時,
missing code,遺漏碼,
missing dots,遺漏點,
missing error,遺漏錯誤,
missing factor,遺漏因子,
missing field,遺漏欄,
missing file control block,遺漏檔案控制塊,
missing interrupt check,遺漏中斷檢查,
missing interrupt handler,遺漏中斷處置器,丟失中斷處理程序
missing interruption checker,遺漏中斷核對器,
missing interruption handler,遺漏中斷處置器,
missing message,遺漏訊息,迷失消息
missing page fault,缺頁錯失,
missing page interrupt,缺頁中斷,缺頁中斷
missing parameter,遺漏參數,
missing pulse,遺漏脈波,漏脈沖
missing rule,遺漏規則,
missing segment interrupt,缺段中斷,
missing value,遺漏值；漏測值,
missing variable,遺漏變數,
missing-interrupt handler,丟失中斷處理器；丟失中斷處理器,
mission analysis computer program,任務分析電腦程式,
mission category,任務種類,任務范疇
mission control center,任務控制中心,
mission data reduction,任務資料縮減,
mission dependent interface,任務相關介面,
mission factor,任務因子；派遺因子；比率,
mission operation computer,任務操作計算機,
mission sequence,任務序列,
mis-sort,錯分類,
mist printer,噴霧列印機,
mistake,差錯；錯誤,
mistranslation,誤譯,
misunderstanding,誤解,
misuse failure,誤用故障,
Mitchell error correcting code,米契爾錯誤校正碼,
mix,混合,
mix and match,混合匹配,
mix gate,混合閘；或閘,
mix instruction,混合指令,
mixed,混合,
mixed alphabetic and numeric key,混合字母數字鍵,
mixed amplifier,混合放大器,
mixed AND/OR node,混合與或節點,
mixed base notation,混合基底記法；混合式底數記法,
mixed base number,混合基數號碼,
mixed base numeration system,混合基數命數系統,
mixed base system,混合基底系統,
mixed based numeration system,混合基底命數系統,
mixed chart,混合圖,
mixed chart options,混合圖選項,
mixed chart type,混合圖型式,
mixed code,混合碼,
mixed code approach,混合編碼法,
mixed congruential method,混合同餘法,
mixed data set,混合資料集,
mixed data structure,混合資料結構,
mixed density tape,混合密度磁帶,
mixed environment,混合環境,
mixed file,混合檔案,
mixed format print data set,混合格式列印資料集,
mixed hardware,混合硬體,
mixed initiative interaction,混合交互作用,
mixed integer programming,混合整數規劃,
mixed language programming,混合語言程式設計,
mixed language system,混合語言系統,
mixed linear programming,混合線性規劃,
mixed list,混合串列,
mixed mode,混合模式,
mixed mode document,混合模式文件,
mixed mode expression,混合模表式,
mixed mode tape,混合模帶,
mixed mode teletex,混合模式電傳文訊,
mixed processing on-line access,混合處理線上存取,
mixed radix,混合數基；混合基數,
mixed radix notation,混合數基記法；混合式數基記法,
mixed radix notation system,混合基數記數系統,
mixed radix number,混合基數號碼,
mixed radix numeration system,混合基記數制；混合式數基數字系,
mixed radix system,混合數基系統,
mixed storage,混合儲存器,
mixed strategy precedence grammar,混合策略居先文法,
mixed strategy precedence parser,混合策略居先剖析器,
mixed type,混合型,
mixed-type expression,混合型陳式,
mixer,混合器,
mixing,混合,
mixing network,混合網路,
ML,ML語言,ML語言
mm,毫米,
MMDB,主記憶體資料庫,主存數據庫
MMDDYY,月月日日年年；六字符日期標誌,
MMU,記憶體管理單元,存儲管理部件
Mn-Bi film,錳鉍膜,
mnemonic,助憶,
mnemonic abbreviation,助憶縮寫,
mnemonic address,助憶位址,
mnemonic address code,助憶位址碼,
mnemonic assembly language translator,助憶組合語言翻譯器,
mnemonic automatic programming,助憶自動程式設計,
mnemonic code,助憶碼；助記碼,
mnemonic coding,助憶編碼,
mnemonic field,助憶欄,
mnemonic instruction,助憶指令,
mnemonic instruction code,助憶指令碼,
mnemonic language,助憶語言；助記語言,
mnemonic name,助憶名,
mnemonic operation code,助憶作業碼；助記操作碼,
mnemonic programming language,助憶程式設計語言,
mnemonic symbol,助憶符號；助記符號,助憶符號
mnemonic table,助憶表,
mnemonic type,助憶型式,
mnemonics,助憶符,
mnemotechnics,助憶術,
MNOS memory,金屬氮氧化物半導體記憶體,
mobile agent,移動式代理,移動代理
mobile agent,移動式主體,移動主體
mobile automatic data experiment,移動式自動資料實驗,
mobile automatic programmed checkout equipment,移動式自動程控檢測設備,
mobile computer,移動式計算機,移動計算機
mobile computing,移動計算,移動計算
mobile data acquisition system,移動式資料獲取系統；移動式資料擷取系統,
mobile digital computer,移動式數位計算機,
mobile digital data link,移動式數位資料鏈接,
mobile network,移動式網路,
mobile network integration,移動網路整合,
mobile radio channel,移動式無線電通道,
mobile remote handler,移動式遠程處置器,
mobile robot,移動式機器人,移動機器人
mobile scatter communication equipment,移動式散射通信設備,
mobile service satellite communication,移動式服務衛星通信,
mobile system,移動系統,
mobile tactical computer,移動式戰術計算機,
mobile telephone,行動電話,
mobile telephone services,行動電話服務,
mobile telephone switching office,行動電話交換局,
mobile-to-satellite return channel,移動點至衛星轉回通道,
mock-up,模型,
MOCS,多八位編碼字元集,多八位編碼字符集
MOD,模數；修改,
MOD n check,模n檢查,
MOD operator,模數運算子,
modal analysis program,模態分析程式,
modal data acquisition and processing system,模態資料擷取與處理系統；模態數據獲取與處理系統,
modal length,模態長度,
modal logic,模態邏輯,模態邏輯
modality,模態,模態
mode,模態；模；模式,
mode address,模式位址,
mode bit,模位元,
mode bit vector,模位元向量,
mode change character,模式變更字元,
mode condition,模式條件,
mode control panel,模控制面板,
mode controller,模式控制器,
mode convert,模式轉換,
mode counter,模計數器,
mode declaration,模式宣告,
mode field,模式欄,
mode identifier,模式識別符,
mode indication,模式指示,
mode indicator,模式指示器,
mode instruction format,模式指令格式,
mode name,模式名,
mode of Chinese speech understanding system,中國話理解系統模式,
mode of operation,運算模式；操作模式；作業模式,
mode of transducer,轉換器模式,
mode operation,模作業；模式操作,
mode request register,模請求暫存器,
mode select,模式選擇,
mode selection,模式選擇,
mode set,模集,
mode setting command,模式設定命令,
mode shift key,模態移位鍵,
mode specifier,模式說明符,
mode status register,模式狀態暫存器,
mode switching,模式切換,
mode table,模式表,
mode transducer,模式轉換器,
model,模型；型號,模型
model adjustment technique,模型調整技術,
model and program,模型及程式,
model base,模型庫,模型庫
model base management system,模型庫管理系統,模型庫管理系統
model base management system,模型庫管理系統,
model based analysis,模型基底分析,
model based vision,模型基底視域,
model block,模塊,
model building blocks,模型構建塊,
model building language,模型構建語言,
model controlled system,模型控制系統,
model decomposition,模型分解（大系統的）,
model dependent logout,模型相關註銷,
model directed search,模型導引搜尋,
model drive,模型驅動,模型驅動
model driven,模型驅動,
model generator,模型產生器,模型生成器
model language file,模型語言檔案,
model library,模型程式館,
model line,模型列,
model loop,模型迴路,
model machine,模型機器,
model management system,模型管理系統,
model method,模型法,
model of child language,兒童語言模型,兒童語言模型
model of endorsement,認可模型,認可模型
model of recursive definition,遞迴定義模型,
model parameter,模型參數,
model parts,模型零件,
model qualitative reasoning,模型定性推理,模型定性推理
model query translator,模型查詢翻譯器,
model recognition,模型識別,模型識別
model reference adaptive,模型參考自適應,模型參考自適應
model reference control,模型參考控制,
model reference system,參考模型系統,
model representation,模型表示,模型表示
model simplification,模型簡化,模型簡化
model space,模型空間,
model statement,模型敘述,
model structure,模型結構,
model theory,模型理論,模型論
model transferring,模型變換,模型變換
MODEL204,MODEL204數據庫管理軟體包（計算與自動化中心）,
model-directed control,模型導向控制,
model-directed inference,模型導向推理,模型引導推理
model-driven method,模型驅動方法,模型驅動方法
modeled database,模型化資料庫,
modeling,成型；模型建立；模型化,"建模, *造形"
modeling distributed database system,模型化分散式資料庫系統,
modeling event,模型化事件,
modeling language,模型建立語言；模型化語言,
modeling of data processing,資料處理模型化,
modeling of software fault tolerance strategy,軟體容錯策略模型化,
modeling production management system,模型化生產管理系統,
modeling programmer,模型建立程式設計師,
modeling technique,成型技術；模型化法；模型化技術,
modeling tools,模型化工具,
modeling transformation,模型化轉換,造型變換
model-theoretic semantics,模型理論語意,模型論語義
modem,數據機,調制解調器
modem adapter level 0,零級數據機轉接器,
modem audio loopback control,數據機聲頻回路控制,
modem check control,數據機檢查控制,
modem chip,數據機晶片,
modem clocked modem adapter,帶時鐘的數據機轉接器,
modem control register,數據機控制暫存器,
modem conversion function,數據機轉換功能,
modem data clamp control,數據機數據箝位控制,
modem digital loopback control,數據機數位回路控制,
modem evaluation board,數據機評估板,
modem interface unit,數據機介面單元；數據機介面裝置,
modem pool,數據機集用場,
modem pooling,數據機集用區,
modem receive-only control,數據機唯收控制,
modem status register,數據機狀態暫存器,
modem transfer unit,數據機傳送裝置,
modem transmission rate,數據機傳輸率,
modem-less connection,無數據機連接,
modem-sharing device,數據機共用裝置,
moder,脈衝編碼裝置,
moderated newsgroup,有管理人的新聞群組,有仲裁的新聞組
moderately advanced data management,中度先進的資料管理,
moderately-coupled system,適度耦合系統,
moderator,仲裁者,仲裁員
modern software technology,現代軟體技術,
modern-day digital computer,現代數位電腦,
modern-encryption devices,現代加密裝置,
modes and operations,模及運算,
modest capacity,容量適度,
modest capacity memory,容量適度的記憶體,
modest capacity storage,容量適度的儲存器,
modest-size program,中小型程式（小於5000可執行敘述的程序）,
modifiability,可修改性,"可修改性, *易修改性"
modifiable alternate program communication block,可修改的替用程式通訊塊,
modifiable parameter,可修改參數,
modification,修改；修正,
modification address,修改位址,
modification by program-self,程式自修改,
modification detection,修改檢測,修改檢測
modification detection code,修改檢測碼,修改檢測碼
modification field,修改欄,
modification level,修正層次；修改等級,
modification loop,修改迴路,
modification program,修改程式,
modification review board,修改查核板,
modification transmitted memorandum,修改傳輸備忘錄,
modified Bessel function,修改的貝塞爾函數,
modified binary code,修改的二進制碼,
modified binary coded decimal,修改的二進制編碼的十進制數,
modified biquinary code,修改的二五進制碼；改進的二五進制代碼,
modified bit,修改位元,
modified central computer display set,修改的中央計算機顯示設定,
modified complement,修改補碼,
modified data,修改資料,
modified data tag,修改資料標籤,
modified decimal number system,修改的十進制數系統,
modified di-bit encoding,修改的兩位編碼,
modified documenter library,修改的文件程式館,
modified du binary system,修改的雙二進制,
modified frequency modulation,修改的調頻,改進調頻[制]
modified frequency modulation recoding,修改的調頻重編碼,
modified frequency modulation recording,修改的調頻記錄,改進型調頻記錄法;MFM記錄法
modified frequency modulation system,修改的調頻系統,
modified frequency modulation,修改的頻率調變,
modified integration digital analog system,修改的數位類比系統,
modified integration digital analogue simulation,修改的整合數位類比模擬,
modified internal return rate,修改的內部轉回率,
modified IRR,修正內部利潤率,
modified Miller code,修改的密勒碼,
modified modified frequency modulation,二度修改的調頻,
modified nonreturn-to-zero 1,修改的逢1不歸零制,
modified page zero addressing,修改的頁零定址,
modified read,修改讀出,
modified residue code,修改殘餘碼,
modified sandwich testing,修改的夾心測試,
modified sub-file record,修改的子檔記錄,
modified top-down testing,修改的自上而下測試,
modified user name,修改的用戶名,
modified value,修改值,
modifier,修飾符；修飾器,
modifier area,修飾符區,
modifier bit,修飾符位元,
modifier command,修飾符命令,
modifier data tag,修飾符資料標籤,
modifier function bit,修飾符功能位元,
modifier register,修飾符暫存器,變址寄存器
modify,修改；修飾,修改
modify access type,修改存取型式,
modify address,修改位址,
modify field subcommand,修改欄次命令,
modify field,修改欄,
modify instruction,修改指令,
modify page zero,修改零頁面,
modify register,修改暫存器,
modify sub-channel,修改次通道,
modify ticket,修改票,
Modula,Modula語言,
Modula 2,Modula－2程式語言,Modula 2 語言
MODULA Ⅱ,Modula－2程式語言,Modula 2 語言
Modula-2,Modula－2程式語言,
modular,模組式；模組,
modular accounting system,模組式會計系統,
modular analog computer,模組式類比計算機,
modular analysis processor,模組分析處理機,
modular application customizing system,模組式應用定制系統,
modular application executive,模組式應用執行程式,
modular application system training,模組式應用系統訓練,
modular application system,模組式應用系統,
modular approach,模組化途徑,
modular approach to software construction operation,軟體結構操作模組方式,
modular architecture,模組架構,
modular arithmetic,模組式算術,
modular automatic test equipment system,模組式自動測試設備系統,
modular character,模組式字元,
modular circuit,模組電路,
modular computer breadboard,模組式計算機試驗電路板,
modular computer sharing,模組式計算機分享,
modular computer system,模組電腦系統,
modular computer,模組式電腦,
modular concurrent program,模組同作程式,
modular connector,模組連接器,
modular construction,模組構造,
modular control,模組控制,
modular converter,模組化轉換器,
modular data acquisition and control subsystem,模組化資料擷取與控制子系統,
modular data system,模組資料系統,
modular data transaction system,模組式資料異動系統,
modular data transfer system,模組資料傳送系統,
modular decomposition,模組分解,模塊分解
modular design,模組化設計；積木式設計,
modular design solution,模組化設計解法,
modular equipment storage assembly,模組設備儲存組合,
modular industrial terminal,模組工業終端機,
modular information processing equipment,模組資訊處理設備,
modular information processor,模組資訊處理機,
modular input/output system,模組輸入輸出系統,
modular intelligent terminal,模組化智慧終端,
modular inventory control system,模組庫存控制系統,
modular inventory management simulator,模組庫存管理模擬器,
modular laboratory computer,模組化實驗室計算機,
modular language,模組語言,
MODUlar LAnguage Ⅱ,Modula－2程式語言,Modula 2 語言
modular method,模組法,模塊化方法
modular microcomputer,模組微電腦,
modular microcomputer component,模組微電腦組件,
modular microprogram machine,模組微程式機器,
modular microprogramming,模組微程式設計,
modular multimicroprocessor architecture,模組多微處理機架構,
modular office system terminal,模組化辦公室系統終端,
modular one dynamic user system,模組式單動態用戶系統,
modular operating procedure,模組操作程序,
modular operating system,模組作業系統,
modular optical digital interface,模組化光學數位介面,
modular organization,模組組織,
modular peripheral converter,模組化週邊設備轉換器,
modular peripheral interface,模組式週邊介面,
modular PL/1 program,模組式PL/1程式,
modular program,模組化程式,
modular programming,模組程式設計,模塊化程序設計
modular programming system,模組程式設計系統,
modular redundancy,模組冗餘,
modular self-synchronizing,模組自同步,
modular store control unit,模組儲存控制單元,
modular structure microcomputer,模組結構微電腦,
modular supercomputer architecture,模組超級電腦架構,
modular system,模組系統,
modular system program,模組系統程式,
modular system programs for the system 7,系統／7的模組系統程式,
modular terminal processor,模組化終端處理機,
modular terminal support software package,模組式終端支援軟體包,
modular timing terminal unit,模組化計時終端裝置,
modular tree representation,模組化樹形表示法,
modular unit,模組單元,
modular universal terminal,模組化通用終端,
modular utilities for systems-education,系統教育用模組公用程式,
modularity,模組性；積木性；模組化,模塊性
modularization,模組化；積木化,模塊化
modularization structure,模組化結構,
modularized circuit,模組化電路,
modularized hardware,模組化硬體,
modularized program,模組化程式,
modulate,調變；調制,
modulated amplifier,調變放大器,
modulated carrier,調變載波,
modulated continuous wave,調變連續波,
modulated signal,調變信號,
modulating and demodulating unit,調制解調器,
modulating frequency,調變頻率,
modulating signal,調變信號；調制信號,
modulating wave,調變波,
modulation,調變；調制,
modulation code,調變碼；調制碼,
modulation duration time,調變歷時,
modulation envelope,調變包絡,
modulation factor,調變因數,
modulation frequency,調變頻率,
modulation index,調變指數,
modulation mode,調變模式,
modulation monitor,調變監視器,
modulation noise,調變雜訊,
modulation rate,調變率；調制率,
modulation ratio,調變比,
modulation transfer function,調變傳送函數,調制傳遞函數
modulation type multiplier,調變型乘法器,
modulation with a fixed reference,固定參考調變,
modulation-demodulation,調變－解調,
modulation-demodulation method,調變解調法,
modulator,調變器；調制器,
modulator crystal,調變器晶體,
modulator/demodulator,調變解調器,
modulator/demodulator,調變解調器；數據機,
modulator/oscillator,調變器與振盪器,
module,模組；程序塊,模塊
module,模組（程式設計）,
module attribute,模組屬性,
module board,模組板,
module body,模組體,
module check,模組檢查,
module checking routine,模組檢查常式,
module complex library,模組複合程式館,
module connective language,模組連接語言,
module control unit,模組控制單元,
module coupling,模組連結,
module declaration,模組宣告,
module design,模組設計,
module entry point,模組入口點,
module external design,模組外部設計,
module file,模組檔案,
module frame,模組框,
module independence,模組獨立,
module information,模組資訊,
module interconnection language,模組互連語言,
module interface,模組介面,
module key,模組關鍵字,
module library,模組程式館,
module loading order,模組載入命令,
module logical design,模組邏輯設計,
module management language,模組管理語言,
module name,模組名,
module name table,模組名表,
module origin,模組原點,
module specification,模組規格說明,
module strength,模組強度,模塊強度
module structure,模組結構,
module test,模組測試,
module testing,模組測試,模塊測試
module-level object,模組級目標,
module-n residue,滿n餘數,
moduling transform,模組化變換,
modulization,模組化,
modulo,模數,
modulo 2 addition,模2加法,
modulo arithmetic,模運算,
modulo check,模數核對,
modulo counter,模數計數器,
modulo symbol,模數符號,
modulo-11 technique,模數11技術,
modulo-N,N模數,
modulo-N adder,N模數加法器,
modulo-N addition,N模數加法,
modulo-N check,N模校驗；同餘式校驗,
modulo-N count,N模數計數,
modulo-N counter,N模計數器；N模數計數器,模n計數器
modulo-N residue,N模的餘數,
modulo-N sum,N模數和,
modulo-nine's checking,模9檢查,
modulo-three counter,模3計數器,
modulo-two adder,二模數加法器,
modulo-two sum,二模數和,
modulo-two sum gate,二模數和閘,
modulus,模數；模；係數；模量,
modulus 10 checking/modulus 11 checking,模10與模11檢查,
modulus operator,模收運算子,
modulus selection,模數選擇,
Mogill university system for interactive computing,麥吉爾大學交談計算系統,
Mohawk data language,莫霍克數據語言,
Mohawk data sciences corp.,莫霍克數據科學公司,
Mohawk synchronous communications,莫霍克同步通信,
Mohawk's business oriented language,莫霍克商用語言,
moisture,濕氣；溫度；潮濕,
moisture-proof,防潮,
molecular beam epitaxy,分子束外延,
molecular bonding,分子焊接,
molecular circuit,分子電路,
molecular distillation,分子蒸餾,
molecular electronics,分子電子學,
molecular integrated circuit,分子積體電路,
molecular object,分子物件,
molecularized digital computer,分子化數位電腦,
molecule model program,分子模型程式,
mole-electronics,分子電子學,
molybdenum,鉬,
molybdenum permalloy,鉬坡莫合金,
moment,矩；力矩；磁矩,
moment descriptor,矩描述符,矩描述子
moment method,力矩法,
moment of inertia,慣性矩；轉動慣量,慣性矩
moment problem,力矩問題,
momentary connection,瞬時連接,
momentary contact,瞬時接觸,
momentary position,瞬時位置,
momentary pushbutton switch,瞬時按鈕開關,
momentum,動量,
monad,一元,
monadic,一元的,
monadic Boolean operation,一元布林運算,
monadic Boolean operator,一元布林運算子符,
monadic indicant,一元指示符,
monadic indication,一元指示,
monadic instruction,一元指令,
monadic operand,一元運算元,
monadic operation,一元運算；單項運算,
monadic operator,一元運算子；單項運算符,
money,貨幣；錢,
money transfer system,貨幣匯兌系統,
MONGEN,MONGEN程式,
MONGEN time,MONGEN時間,
Mongolian,蒙古文,蒙古文
moniputer,螢幕與電腦合一電腦,
monitor,監視器；監視程式；監督,監控程序
monitor address,監視器位址,
monitor algorithm,監視器演算法,
monitor and control protocol,監控協定,
monitor and control sublayer,監控子層,
monitor and control,監控,
monitor bit,監視器位元,
monitor call instruction,監視器呼叫指令,
