en,zh-hant,zh-hans
binary coded decimal representation,二進制編碼十進制表示法；二進制編碼的十進數表示法,
binary coded decimal system,二進制編碼十進制,
binary coded decimal,二進制編碼十進制,
binary coded digit,二進制編碼數位,
binary coded information,二進制編碼資訊,
binary coded notation,二進制編碼記法,
binary coded octal,二進制編碼八進制,
binary coded output,二進制編碼輸出,
binary coded set,二進制編碼集,
binary coded state table,二進制編碼狀態表,
binary coder,二進制編碼器,
binary coding,二進制編碼,
binary coefficient,二進制係數,
binary column,二進制行,
binary communication system,二進制通信系統,
binary comparator,二進制比較器（比較運算符）,
binary compatibility,二進制相容性,
binary computer,二進制計算機,二進制計算機
binary condition,雙值條件,
binary constant,二進制常數,二進制常數
binary control,二進制控制,二進制控制
binary control field,二進制控制欄,二進制控制檔
Binary convolutional encoding,二進制卷積編碼,
binary countdown,二進制遞減計數,
binary counter,二進制計數器,
binary cyclic code,二進制循環碼,
binary data,二進制資料,二進制資料
binary data model,二進制資料模型,二進制資料模型
binary decade counter,二進制至十進計數器,
binary decimal,二至十進制,
binary decimal code,二進制十進碼,
binary decimal conversion,二至十進制轉換,
binary decimal converter,二至十進制轉換器,
binary decimal counter,二進制十進計數器,
binary decimal system,二進制十進系統,
binary decision,二元決策,
binary decision diagram,二元決策圖,二叉判定圖
binary decision tree,二元決策樹,
binary deck,二元疊；二進制卡片疊,
binary decoder,二進制解碼器,
binary device,二進制裝置,
binary digit,二進數位；二進位數字；二進位元,二進制數字
binary digit characters,二進制數位字元,
binary digit string,二進數位字串；二進位元字串,
binary digital computer,二進制數位計算機,
binary digital multiplier,二進制數位乘法器,
binary digital signal stream,二進數位信號流,
binary digital system,二進制數位系統,
binary directed tree,二元有向樹,
binary divider,二進制除法器,
binary dump,二進制傾印,
binary dump program,二進制傾印程式,
binary element,二進制元素,
binary element string,二元元件串,
binary encoding,二進制編碼,
binary equivalent,等效二進數,
binary expression tree,二元表式樹,
binary extension,二進制擴充,
binary fan-in technique,二元扇入技術,
binary figure,二進制數,
binary file,二進制檔案,
binary fixed point constant,二進制定點常數,
binary flipflop,二進制正反器,
binary form,二進制表格,
binary form file,二進制表格檔案,
binary format,二進制格式,
binary format code,二進制格式代碼,
binary half-adder,二進制半加器,
binary hologram,二進制全像,
binary image,二進制影像,二值圖像
binary image data,二進制影像資料,
binary image processing,二進制影像處理,
binary image value,二進制影像值,
binary imaging,二進制成像,
binary incremental representation,二進遞增表示法,
binary information,二進制資訊,
binary input,二進制輸入,
binary input file,二進制輸入檔案,
binary input/output machine,二進制輸入輸出機；二進制輸入輸出機,
binary insert,二元插入,
binary insertion,二元插入,二分插入
binary insertion sort,二元插入排序,
binary instruction format,二進制指令格式,
binary instruction packet,二進制指令封包,
binary integer,二進制整數,
binary internal translator,二進制內部翻譯器,
binary intersystem transmission standard,二進制系統間傳輸標準,
binary item,二進制項目,
binary language representation,二進制語言表示法,
binary large object,二進制大物件,二進制大對象
binary leader,二進制引導,
binary load,二進制載入,
binary load/dump,二進制載入／傾印（程序）,
binary loader,二進制載入器,
binary loader tape,二進制載入器磁帶,
binary lock,二進制鎖,
binary logarithm,二進制對數,
binary logic,二進制邏輯,
binary logic element,二進制邏輯元素,
binary logic network,二進制邏輯網路,
binary logic system,二進制邏輯系統,
binary lookup,二進制查找,
binary machine code,二進制機器碼,
binary magnetic tape,二進制磁帶,
binary manipulation,二進制調處,
binary matching,二進制匹配（法；技術）,
binary matrix,二進制矩陣,
binary matrix compression,二進制矩陣壓縮,
binary merge,二進制合併,二路歸并
binary message,二進制訊息,
binary method,二分法,
binary minus,二進制減（運算符）,
binary mode,二進制模式,
binary modulation,二進制調變,
binary multiplication rule,二進制乘法規則,
binary multiplier,二進制乘法器,
binary multiply,二進制乘法,
binary node,二進制節點,
binary nonalgebraic adder,二進制非代數加法器,
binary notation,二進制記法；二進位記法,二進制記數法
binary notation system,二進制記法系統,
binary number representation,二進制數表示（法）,
binary number system,二進制數系統,
binary number,二進數；二進制號碼,
binary numeral,二進數符；二進位數字,
binary numeration system,二進制數字系統,
binary numerical signal code,二進制數值信號碼,
binary object format,二進制目的格式,
binary object program,二進制目的程式,
binary one,二進制一,
binary operation,二進制作業,二進制運算
binary operator,二元運算子,
binary output,二進制輸出,
binary output file,二進制輸出檔案,
binary output program,二進制輸出程式,
binary pair,正反器,
binary parallel digital computer,二進制平行數位計算機,
binary phase shift keying,二進制相移鍵控（技術）,
binary picture data,二進制圖象資料,
binary point,二進制小數點,
binary product,二進制乘積,
binary product generator,二進制乘積產生器,
binary pulse code modulation,二進制脈波碼調變,
binary quantizer,二進制量化器,
binary query,二進制查詢,
binary random sequence,二進制隨機順序,
binary recording mode,二進制記錄模式,
binary relation,二元關係,二元關系
binary representation,二進制表示（法）,
binary representation loader,二進制表示載入器,
binary resolvent,二進制消解式,二元預解式
binary row,二進制列,
binary scale,二進制標度,
binary scaler,二進制定標器,
binary search,二元搜尋,二分搜索
binary search algorithm,二元搜尋演算法；二分搜尋演算法,
binary search function,二元搜尋功能；二分搜尋功能,
binary search method,二元搜尋方法；二分搜尋法,
binary search program,二元搜尋程式；二分搜尋程式,
binary search routine,二元搜尋常式；二分搜尋常式,
binary search technique,二元搜尋技術；二分搜尋技術,
binary search tree,二元搜尋樹；二分搜尋樹,二叉查找樹
binary semaphore,二進制旗號,
binary sequence,二進制序列,
binary serial signalling rate,二進制串聯信號傳輸速率,
binary signal,二進制信號,
binary signaling,二進制發信號,
binary sort tree,二元排序樹,二叉排序樹
binary standard numeric representation,二進制標準數字表示法,
binary state variable,雙態變數,
binary storage,二進制儲存器,
binary storage tree,二元儲存樹,
binary string,二進制串,
binary subtract,二進制減,
binary subtraction,二進制減法,
binary syllabification,雙拼,雙拼
binary symbol,二進制符號,
binary symmetric,二元對稱,
binary symmetric channel,二元對稱通道,
binary symmetric dependent channel,二元對稱相依通道,
binary symmetric function,二元對稱函數,
binary symmetric source,二元對稱源,
binary synchronous,二進制同步,
binary synchronous adapter,二元同步轉接器,
binary synchronous communication criterion,二進制同步通訊準則,
binary synchronous communication protocol,二進制同步通訊協定,
binary synchronous communication,二進制同步通訊,
binary synchronous communications adapter,二進制同步通訊配接器,
binary synchronous communications controller,二進制同步通訊控制器,
binary synchronous ROM,二進同步唯讀記憶體,
binary synchronous transmission,二進制同步傳輸,
binary system,二進制系統,二進制
binary to analog converter,二進制至類比轉換器,
binary to decimal conversion,二至十進制轉換,
binary to decimal,二至十進制；二進制至十進制轉換；二進制至十進制,
binary traversal,二元遍歷,
binary tree,二元樹,二叉樹
binary tree architecture,二元樹架構,
binary tree processor network,二元樹處理機網路,
binary tree search,二元樹搜尋,
binary tree sort,二元樹排序,
binary tree structure,二元樹結構,
binary tree traversal,二元樹遍歷,
binary tree type,二元樹型,
binary trigger,二元觸發器,
binary unit,二進制單元,
binary unit-distance code,二進制單元距離碼,
binary variable,二進制變數,
binary vector,二進制向量,
binary weighted ramp generation,加權二進制斜坡產生,
binary word,二進制字,
binary zero,二進制零,
binary,二進制；二進數,
binary-to-hexadecimal conversion,二進制轉為十六進制,
binary-to-octal conversion,二進制轉為十進制,
binaural,立體聲,
bind,連結；結合,裝訂
bind command,連結命令,
bind image,連結影像,
bind image table,連結影像表,
bind session request,連結對話請求,
bind to set,連結設定,
binder,連結程式,
binder group,連結組,
binder hole card,有裝訂孔卡片,
binder holes,裝訂孔,
binding,連結,綁定
binding item,連結項,
binding number,連結數,
binding occurrence,連結出理,
binding post,連結桿,
binding process,連結過程,
binding time,連結時間,
binding,連結,
binistor,四層半導體開關管,
binocular imaging,雙目成像,雙目成像
binomial,二項式,
binomial coefficient,二項式係數,
binomial distribution,二項式分佈,
binomial formula,二項式公式,
binomial formula generalized,廣義二項式公式,
binomial test,二項式測試,
binomial theorem,二項式定理,
bioastrophysics,天體生物物理學,
biocodes,生命資訊資料庫,
biocomputer,生物計算機,生物計算機
biocomputer statistics,生物計算機統計學,
biocontrol system,生物控制系統,
biocybernetics,生物控制論,
biodemography,生態統計學,
biodynamics,生物動力學,
bioelectronics,生物電子學,
bioenergetics,生物能量學,
bioengineering,生物工程學,
bioergonomics,生物功效學,
bio-feedback,生物回饋,
biological abstracts,生物學文摘,
biological analogy,生物類推,
biological computer laboratory,生物計算機實驗室,
biological information processing organization,生物資訊處理組織,
biological pattern recognition,生物圖型識別,
biological science communications project,生物科學通訊專案,
biological statistics,生物統計學,
biological system,生物系統,
biological telemetry,生物信息遙測技術,
biomathematics,生物數學,
BIOMED,BIOMED統計計算套裝軟體,
biomedical analog signal processor,生物醫學類比信號處理機,
biomedical computing technology information center,生物醫學計算技術資訊中心,
biomedical data,生物醫學資料（統計套裝軟體）,
biomedical data,生物醫學資料（統計套裝軟體）,
biomedical program,生物醫學程式,
biometric,生物統計,生物測定
biometric computer service inc.,生物統計計算機服務公司,
biometric security devices,生物統計保全裝置,
bionic computer,仿生計算機,
bionic system,仿生系統,
bionics,仿生學,
biophysical society,生物物理學會,
Biophysical Society,生物物理學會,
biophysics,生物物理學,
biorobot,生物機器人,
bi-orthogonal wavelet transformation,雙正交小波變換,雙正交小波變換
biorthogonality relation,雙正交關係,
BIOS,基本輸出入系統,基本輸入輸出系統
BIOS interrupt,基本輸入輸出系統中斷,
bioscience,生物科學,
biosensor,生物傳感器,
BIOSIS previews,生命科學資訊預測資料庫,
biostatistics,生物統計學,
biosystem,生物系統,
biotechnology,生物工程學,
biotelemetry system,生物遙測系統,
biotron,高跨導孿生管,
Biot-Savart's law,貝奧－薩瓦特定律,
bipartite graph,偶圖,二分圖
biphase coding,雙相編碼,
biphase level coding,雙相位準編碼,
biphase level,雙相電平,
biphase mark coding,雙相標示編碼,
biphase mark,雙相標示；雙相標記,
biphase modulation,雙相調變,
biphase recording,雙相制記錄,
biphase shift keying,雙相移位按鍵,
biphase signaling,雙相發信號,
biphase space,雙相空間,
bipolar,雙極,
bipolar bit,雙極（信息）位元,
bipolar bit-slice microcomputer,雙極型位元片微電腦,
bipolar circuit,雙極型電路,
bipolar code,雙極型碼,
bipolar code with zero extraction,零萃取雙極型碼,
bipolar coding,雙極型編碼,
bipolar combined with MOSFET,雙極組合型金氧半導體場效電晶體,
bipolar computer element,雙極型電腦元件,
bipolar CPU slice,雙極（型）中央處理機片,
bipolar decoder,雙極解碼器,
bipolar device,雙極型裝置,
bipolar fabrication,雙極型加工,
bipolar flipflop,雙極半導體正反器,
bipolar IC technology,雙極IC技術,
bipolar insulated gate field effect transistor,雙極絕緣閘欄效應電晶體,
bipolar integrated circuit,雙極積體電路,
bipolar logic gate,雙極型邏輯閘,
bipolar logic integrated circuit,雙極型邏輯積體電路,
bipolar LSI microcomputer chip,雙極大型積體微電腦晶片,
bipolar LSI microprocessor,雙極大型積體微處理機,
bipolar mask bus,雙極型遮罩匯流排,
bipolar memory,雙極記憶體,雙極存儲器
bipolar memory cell,雙極記憶體單元,
bipolar memory device,雙極記憶體裝置,
bipolar microcomputer element,雙極微電腦元件,
bipolar microcontroller,雙極微控器,
bipolar microprocessor slice,雙極型微處理機片,
bipolar microprogram control unit,雙極微程式控制單元,
bipolar monolithic memory cell,雙極單石記憶格,
bipolar PROM,雙極型PROM；可程式唯讀記憶體,
bipolar pulse,雙極性脈衝,
bipolar RAM,雙極型RAM；雙極型隨機存取記憶體,
bipolar read only memory,雙極唯讀記憶體,
bipolar ROM,雙極唯讀記憶體,
bipolar Schottky technology,雙極型肖特基技術,
bipolar semiconductor,雙極型半導體,
bipolar shift register,雙極型移位暫存器,
bipolar signal,雙極信號,
bipolar signaling,雙極發信號,
bipolar slice IC processor,雙極片積體電路處理機,
bipolar structure,雙極結構,
bipolar system development set,雙極系統開發集,
bipolar technology,雙極技術,
bipolar transistor,雙極電晶體,
bipolar transmission,雙極性傳輸,
bipolar violation,雙極違規,
bipolarity,雙極性,
biprocessor configuration,雙處理機組態,
biquinary,二五進制,
biquinary checking code,二五進制檢查碼,
biquinary code,二五進制碼；二進五碼,
biquinary coded decimal number,二五進制編碼十進數,
biquinary notation,二五進制記法,
biquinary number,二五進制數,
biquinary number notation,二五進制數記法,
biquinary number representation,二五進制數表示法,
biquinary representation,二五進制表示（法）,
biquinary scaler,二五進制計數器,
biquinary system,二五進制系統,
birefringence,雙折射,
birefringent,雙折射的,
Birmingham standard wire gauge,伯明翰標準線規,
birth and death process,生死過程,
birthday attack,生日攻擊,生日攻擊
birthday paradox,生日悖論,
birth-death process,生死過程,
birth-death system,生死系統,
birth-death type,生死類型,
B-ISDN,寬頻整合服務數位網路,"寬帶綜合業務數字網, *B-ISDN網"
bisect,平分；對分,
bisection method,對分法,
bisection technique,平分技術,
bisection theorem,平分定理,
bisector,平分線,
BIST,內建式自我測試,內建自測試
bistability,雙穩性,
bistable,雙穩的,
bistable (trigger) circuit,雙穩態（觸發）電路,
bistable circuit,雙穩態電路,
bistable component,雙穩組件,
bistable device,雙穩裝置,
bistable element,雙穩元件,
bistable flipflop,雙穩態正反器,
bistable multivibrator,雙穩複振器,
bistable trigger circuit,雙穩觸發電路,雙穩觸發電路
bisync,雙同步的,
bisynch pass through,雙同步通過,
bisynchronous batch terminal,雙同步批次終端,
bisynchronous communication adapter,雙同步通訊配接器,
bisynchronous communications adapter,隻同步通訊轉接器,
bit,位元；比,"[二進制﹞位, *比特"
bit accumulator,位元累加器,
bit and symbol timing,位元與符號計時,
bit architecture,位元架構,
bit array,位元陣列,
bit attribute,位元屬性,
bit bender,二進制迷；計算機業餘愛好者,
bit block,位元塊,
bit block of transfer,轉移位元塊,
bit block transfer,位元塊傳送,
bit bumming,位元閒置,
bit burst,位元猝發,
bit bus,位元匯流排,
bit byte,位元組,
bit cell,位元格,
bit changer,位元變換器,
bit check,位元核對,
bit class,位元類別,
bit clear,位元清除,
bit clock,位元時鐘,
bit code,位元碼,
bit combination,位元組合,
bit commitment,位元交付,位提交
bit comparator,位元比較器,
bit compare,按位元比較,
bit complement,位元補數,
bit configuration,位元組態,
bit control block,位元控制塊,
bit control word,位元控制字,
bit count function,位元計數功能,
bit crowding,位元擁擠,
bit data transfer rate,位元資料傳送速率,
bit data type,位元資料類型,
bit density,位元密度,位密度
bit drive,位元驅動,位驅動
bit driver,位元驅動器,
bit drop in,位元偶入,
bit dump device,位元傾印裝置,
bit error,位元錯誤,
bit error rate,位元錯誤率；位元誤碼率,位誤差率
bit error rate test,位元誤碼率測試,
bit error rate tester,位元誤碼率測試器,
bit extraction,位元萃取,
bit field,位元欄,
bit field manipulation,位元欄調處,
bit format,位元格式,
bit function,位元函數,
bit grinding,位元析取,
bit image,位元影像,
bit interleaving,位元交插,
bit interval,位元間隔,
bit level,位元等級,
bit level linear recurrence,位元等級線性遞迴,
bit line,位元線,
bit list,位元串列,
bit literal,位元文字,
bit location,位元位置,
bit loss,位元損失,
bit machine,位元計算機,
bit manipulation,位元調處,
bit manipulation intrinsic function,位元調處內在函數,
bit manipulation subroutine,位元調處次常式,
bit mapping,位元對映,
bit mask,位元遮罩,
bit matrice,位元矩陣,
bit matrix,位元矩陣,
bit memory organization,位元記憶體組織,
bit move subroutine,位元移動次常式,
bit name,位元名,
bit nibble,位元尼,
bit of information,資訊位元,
bit organized memory,位元組織記憶體,
bit oriented,位元導向,
bit oriented data protocol,位元導向資料協定,
bit oriented memory,位元導向記憶體,
bit oriented procedure,位元導向程序,
bit oriented transmission,位元導向傳輸,
bit packing,位元包裝,
bit packing density,位元縮緊密度,
bit pair,位元對,
bit parallel,位元平行,
bit parity,位元奇偶,
bit pattern,位元型樣,
bit plane,位元平面,
bit plane coding,位元平面編碼,
bit port,位元埠,
bit position,位元位置,
bit pulse crowding,位元脈衝擁擠,位脈沖擁擠
bit rate,位元率,
bit reduction,位元縮減,
bit reduction factor,位元縮減因數,
bit register,位元暫存器,
bit reversal,位元反轉,
bit scattering,位元散射,
bit sequence,位元序列,
bit sequence independence,位元序列獨立性,
bit serial,位元串列,
bit serial format,位元串列格式,
bit serial link,位元串列鏈接,
bit set,位元集合,
bit shift,位元移位,
bit shift compensation,位元移位補償,
bit sign,位元記號,
bit significance,位元有效值,
bit significant controller address,位元有效控制器位址,
bit significant device address,位元有效裝置位址,
bit significant device addresses,位元有效裝置位址,
bit site,位元位置,
bit slice,位元片,
bit slice architecture,位元片架構,
bit slice central processing element,位元片式中央處理元件,
bit slice processor,位元片處理器,
bit slice technique,位元片技術,
bit speed,位元速率,
bit status,位元狀態,
bit status field,位元狀態欄,
bit status register,位元狀態暫存器,
bit stealing,位元竊用,
bit stream,位元流,
bit stream transmission,位元流傳輸,
bit string,位元串,
bit string constants,位元串常數,
bit string data,位元串資料,
bit string error,位元串錯誤,
bit string manipulation,位元串調處,
bit string operation,位元串運算,
bit string operator,位元串運算子,
bit string pattern recognition,位元串圖型識別,
bit string pulse,位元串脈衝,
bit string register,位元串暫存器,
bit string representation of set,集合的位元串表示法,
bit strip,位元帶,
bit switch,位元開關,
bit symbol,位元符號,
bit synchronization,位元同步,
bit time,位元時間,
bit timing recovery,位元計時恢復,
bit track,位元軌,
bit traffic,位元流量,
bit transfer rate,位元傳送率,
bit transparent transmission,位元透通式傳輸,
bit vector,位元向量,
bit wide,位元寬,
bit width,位元寬度,
bit word,位元字,
bit zone,位元區域,
bit/second,位元／秒,
bit-by-bit,逐位,
bit-by-bit control,逐位控制,
bit-by-bit execution,逐位執行,
bit-by-bit memory,逐位記憶體,
bit-by-bit memory type,逐位記憶體類型,
bit-by-bit optical memory,逐位光記憶體,
bit-by-bit register display,逐位暫存器顯示,
bite,侵蝕,
biternary,雙三進制,
biternary code,雙三進制碼,
bit-identify,位元識別,位標識
bitmap,位元映像,位圖
bitmap data,位元映像資料,
bitmap editor,位元映像編輯器,
bitmap font,位元圖字型,
bitmap protocol,位元映像協定,
bit-mapped display,位元映射顯示,
bit-mapped font,位元映射字形,
bit-mapped graphics,位元映射圖形,
bit-mapped images,位元映射影像,
bitonic merging algorithm,雙基反合併演算法,
bit-oriented protocol,位元導向協定,面向比特協議
bit-parallel logical instruction,位元平行邏輯指令,
bitplane,位元平面,位平面
bit-reversed order,倒位元次序,
bits per centimeter,每公分位元數,
bits per inch,每英吋位元數,位每英寸
bits per millimeter,每毫米位元數；位元／毫米,
bits per minute,每分鐘位元數；位元／分,
bits per pixel,每像素位元數,
bits per second,每秒位元數,"位每秒, *比特每秒"
bits-denotation,位元標誌,
bit-sense line,位元感測線,
bit-serial adder,位元串列加法器,
bit-serial arithmetic,位元串列算術,
bit-serial associative processor,位元串列相聯處理機,
bit-serial bus,位元串列匯流排,
bit-serial common carrier,位元串列公用載波,
bit-serial communication,位元串列通信,
bit-serial data stream,位元串列資料流,
bit-serial processor,位元串列處理機,
bit-slice access,位元片存取,
bit-slice computer,位元片計算機,位片計算機
bit-slice direction,位元片方向,
bit-slice microcontroller,位元片微控器,
bit-slice microprocessor,位元片微處理機,
bit-slice organization,位元片組織,
bit-slice processing,位元片處理,
bit-slice store,位元片儲存器,
bits-pattern,位元型樣,
bitwise,按位元,
bitwise AND operator,按位元與運算子,
bitwise exclusive OR operator,按位元互斥或運算子,
bitwise inclusive OR operator,按位元包含或運算子,
bitwise operation,按位元運算,
bitwise operator,按位元運算子,
bivariant function generator,雙變量函數產生器,
bivariant optimizing control,雙變量最佳化控制,
bivariate curve fitting,雙變曲線配適；二元變異曲線配適,
bivariate interpolation,雙變異內插法,
bivariate test,雙變異測試,
bivicon,雙（電子）光攝像管,
black and white,黑白,
black body,黑體,
black box,黑箱,
black box approach,黑箱方式,
black box characterization,黑箱特性化,
black box concept,黑箱概念,
black box description of process,過程的黑箱描述法,
black box method,黑箱法,
black box model,黑箱模型,
black box program characterization,黑箱程式特性化,
black box testing,黑箱測試,黑箱測試
black box transition,黑箱變遷,
black code,黑色代碼,
black hole,黑洞,黑洞
black matrix screen,黑陣列螢幕,黑底屏
black recording,黑色記錄,
black screen,黑螢幕,
black signal,黑色信號,黑信號
black-and-white pattern,黑白圖型,
blackboard,黑板,黑板
blackboard approach,黑板途徑,
blackboard architecture,黑板架構,黑板體系結構
blackboard coordination,黑板協調,黑板協調
blackboard memory organization,黑板記憶體組織,黑板記憶組織
blackboard model,黑板模型,黑板模型
blackboard negotiation,黑板協商,黑板協商
blackboard strategy,黑板策略,黑板策略
blackboard structure,黑板結構,黑板結構
blackboard system,黑板系統,黑板系統
black-box,黑箱,黑箱
Blackman window,布雷克曼視窗,
blackout technique,隱沒技術,
blade-fork contact,刀口音叉式接頭,
blank,空白（字元）,空白符
blank addressing,空白定址,
blank argument,空白引數,
blank card,空白卡片,
blank character,空白字元,空白(字符)
blank clause,空白子句,
blank code,空白碼,
blank coil,空白捲,
blank column,空白行,
blank common,空白公用區,
blank common block,空白公用塊,
blank cover,空白蓋板,
blank deleter,空白清除器,
blank diskette,空白磁片,空白軟盤
blank editing,空格編輯,
blank field descriptor,空白欄描述符,
blank fill attribute,空白填充屬性,
blank form,空白表格,
blank label,空白標號,
blank line,空白行,
blank matrix element,空白矩陣元素,
blank medium,空白媒體,空白媒體
blank module board,空白模組板,
blank paper tape coil,空白紙帶捲,
blank position,空白位置,
blank record,空白記錄,
blank space,空白空間,
blank specifier,空白說明符,
blank symbol,空白符號,
blank tape,空白帶,
blank transmission test,空白傳輸測試,
blank,空白,
blanked scope,抑制掃瞄,
blanket,綜合的,
blanket detail,綜合訂單明細,
blanket order,綜合訂單,
blanket order request,綜合訂單之請求,
blanket purchase,綜合採購,
blanket release,開立綜合訂單,
blanket release number,核發綜合訂單號碼,
blanking,留空白,消隱
blanking interval,遮沒間隔,
blanking level,遮沒位準,
blanking pulse,遮沒脈衝,
blast,噴除；增強,
blast through alphanumerics,增亮全部文數字,
blastable read-only memory,增強型唯讀記憶體,
BLDL table,BLDL表,
bleed,放出,
bleeder circuit,洩流器電路,
bleeder resistor,洩流器電阻,
blend,融接,
blended data,混合資料,
blending,混合,混合
Blessum compensation,伯勒森補償,
B-light,B提示燈,B指示燈
blind,遮,
blind alley,死胡同,
blind carbon copy,盲拷貝,
blind dialing,盲撥號,
blind equalization,盲目（指沒有送訓練用信號）等化,
blind keyboard,無顯示鍵盤,
blind search,盲目搜尋,盲目搜索
blind signature,盲目簽章,盲簽
blind spot,盲點,
B-line,指標暫存器,B行
B-line counter,指標暫存器計數器,B行計數器
blink,閃爍；閃視,
blinking,閃爍；閃動,閃爍
blinking character,閃爍字元,
blinking readout,閃爍讀出,
blip,標誌,
blip counting,標誌計數,
blip facility,標誌設施,
Bliss classification,布利士分類,
blister,磁泡,
blistering,起泡,
BLOB,二進位大物件,二進制大對象
block,塊；段；資料段,塊
block access,塊存取,
block access method,塊存取法,
block activation,塊活動,
block add,塊相加,
block adder and modifier,塊加法器與修飾器,
block address,塊位址；塊址,
block addressing,塊定址,
block algorithm,塊演算法,
block align,塊對準,
block allocation,塊分配,
block allocation map,塊分配圖,
block analysis,塊分析,
block body,塊本體,
block boundary,塊邊界,
block buffer,塊緩衝區,
block cancel character,塊取消字元；段去除字元,
block chaining,塊鍊接,
block character,塊字元,
block character check,塊字元檢查,
block check,塊檢查；區塊核對,
block check character,塊檢查字元,
block check procedure,塊檢查程序,
block check sequence,塊檢查順序,
block ciphering,塊加密,分組密碼
block circulant matrix,塊循環矩陣,
block code,塊碼,
block coding,塊編碼,
block constant,塊常數,
block control,塊控制,
block control header,塊控制標頭,
block control unit,塊控制單元,
block control word,塊控制字,
block copy,塊複製,塊拷貝
block count,塊計數,
block count readout,塊計數讀出,
block data,塊資料,
block data subprogram,塊資料次程式,
block delay distortion,塊延遲失真,
block delete,塊刪除,
block description word,塊描述字,
block descriptor,塊描述符,
block determination,塊確定,
block device,塊裝置,
block diagonal matrix,方塊對角矩陣,
block diagram,方塊圖,框圖
block diagram compiler,方塊圖編譯程式,
block diagram language,方塊圖語言,
block diagram manual,方塊圖手冊,
block diagram of system,系統方塊圖,
block diagram operator,方塊圖運算子,
block diagram simulator,方塊圖模擬器,
block directed graph,塊有向圖,
block driven data flow processor,塊驅動資料流處理機,
block encode,塊編碼,
block encoder,塊編碼器,
block encoding,塊編碼,
block end,塊尾,
block end operator,塊尾運算子,
block entrance,塊入口,
block entry,塊入口,
block error rate test,塊錯誤率測試,
block error rate,塊錯誤率,
block error status,塊錯誤狀態,
block event control,塊事件控制,
block exit,塊出口,
block file,塊檔案,
block floating point,塊浮點,
block format,塊格式,
block format recording,塊格式記錄,
block gap,塊間隙,
block graph,塊圖,
block graphics,塊圖形,
block handler macro instruction,塊處置器巨集指令,
block handler set,塊處置器集,
block handler,塊處置器,
block handling macro,塊處置巨集,
block handling routine,塊處置常式,
block handling statement,塊處置敘述,
block head,塊首,
block height,塊高度,
block I/O,塊輸入輸出,
block I/O file,塊輸入輸出檔案,
block identifier,塊識別符,
block ignore character,塊忽略字元,
block initial statement,塊初始敘述,
block input,塊輸入,
block input processing,塊輸入處理,
block input/output input,塊輸入／輸出設備的輸入,
block insertion,塊插入,
block iterative method,塊疊代法,
block length,塊長；段長,塊長度
block letter,塊字母,
block level access,塊層次存取,
block level sharing,塊層次分享,
block list,塊列表,
block loading,塊載入,
block lock state,塊鎖定狀態,塊封鎖狀態
block logic computer,塊邏輯計算機,
block mark,塊標示,
block matching motion compensation,區塊匹配移動補償,
block mode,塊模；成塊模式,
block move,塊移動,塊移動(用於文本處理)
block movement,塊移動,塊移動(用於文本處理)
block multiplex mode,塊多工模,
block multiplexer channel,區塊多工器通道,
block multiplexer mode,區塊多工器模,
block multiplexer,區塊多工器,
block multiplexing type system,塊多工型系統,
block multiplexor channel,區塊多工通道,字組多路轉換通道
block name,塊名字,
block of address space,位址空間塊,
block of argument,引數塊,
block of graph,圖塊,
block of information,資訊塊,
block of memory,記憶塊,
block of shared memory,共享記憶塊,
block of stored record,儲存記錄塊,
block of words,字塊,
block organized storage,塊組織儲存器,
block oriented,區塊導向,
block oriented associative processor,區塊導向結合處理機,
block oriented compiler,區塊導向編譯程式,
block oriented memory,區塊導向記憶體,
block oriented random access memory,區塊導向隨機存取記憶體,
block output,塊輸出,
block paging,塊調頁,成組分頁
block parity,塊奇偶校驗,
block parity system,塊奇偶系統,
block payload,區塊承載,塊淨荷
block pool,塊集用池,
block prefix,塊前綴,
block primitive,區塊基元,阻塞原語
block priority control,塊優先權控制,塊優先級控制
block processing,塊處理,
block processor,塊處理機,
block record,塊記錄,
block reference,塊引用,
block reference density,塊引用密度,
block reference set,塊引用集,
block reference string,塊引用串,
block register,塊暫存器,
block representation,塊表示法,
block reservation,塊保留,
block search,塊搜尋,
block search node,塊搜尋節點,
block section,閉塞區段,
block separation,塊分離,
block separator,塊分隔符,
block signal,閉塞信號,
block signal system,閉塞信號系統,
block size,塊度；塊大小,塊大小
block sort,塊分類,
block spacer,塊間隔符,
block spanning,塊跨距,
block special file,塊專門檔案,
block split,塊分裂,
block splitting,塊分裂,
block state,塊狀態,
block structure,塊結構,
block structure mechanism,塊結構機制,
block structure transmission,塊結構傳輸,
block structured code,區塊結構碼,
block structured language,區塊結構語言,
block structured list,區塊結構串列,
block structured process,區塊結構處理,
block structured programming language,區塊結構程式設計語言,
block structured symbol,區塊結構符號,
block structured symbol table,區塊結構符號表,
block sum check,塊總數檢查,
block switching,塊交換,
block synchronization,塊同步,
block syntax,塊語法,
block task control,塊任務控制,
block transfer,塊傳送,成組傳送
block transfer function,塊傳送功能,
block transmission,塊傳輸,
block variable,塊變數,
block world,塊世界,積木世界
block-begin,塊首,
block-by-block operation,逐塊操作,
block-by-block transmission,逐塊傳輸,
blocked,成塊,
blocked byte,成塊位元組,
blocked compile,分塊編譯,
blocked file,成塊檔案,
blocked I/O queue,成塊輸入輸出佇列,
blocked job,成塊工件,
blocked level access,成塊等級存取,
blocked list,成塊串列,
