en,zh-hant,zh-hans
duplexing,雙工,
duplexing switching system,雙工交換系統,
duplicate,重複,復制
duplicate activity,複製活動,
duplicate address check,重複位址檢查,重地址檢驗
duplicate arithmetic unit,重複算術單元,
duplicate elimination,重複刪除,
duplicate equipment,重複設備,
duplicate error message,重複錯誤訊息,
duplicate file,重複檔案,
duplicate key,複製鑰；複製鍵,
duplicate logical unit,重複邏輯單元,
duplicate marking,重複標示,重復標識
duplicate mass storage volume,重複大量儲存卷,
duplicate message,重複訊息,
duplicate pointer array,複製指標陣列,
duplicate record,重複記錄,
duplicate transmission,重複傳輸,
duplicate tuples,重複元組,
duplicate volume,複製卷,
duplicated record,備份記錄,
duplicating card punch,複製打卡機,
duplicating check,雙重檢查,
duplicating device,雙重裝置,
duplicating unit,複製裝置,
duplication,複製,
duplication check,重複核對,重復檢驗
duplication code,複製碼,
duplication factor,重複因子,
duplication redundancy,重複冗餘,雙模冗余
duplicator,複製機,
duration,歷時,
duration of remembering,歷時記憶,記憶保持度
duration time modulation,脈波時間調制,
dust control,防塵控制,
dust-resistant cartridge,防塵匣,
duty cycle,工作循環；工作週期,
duty cycle operation,工作循環作業,
duty ratio,工作比,
DVD,數位影音光碟,數字[多功能光]碟
DVD,數位影音光碟,數字影碟
DVD player,數位影音光碟機,數字影碟[播放]機
DWFG,分散式等待圖形,分布等待圖
dyad,二價元素,
dyadic,二元；布耳二進,
dyadic array,二元陣列,
dyadic Boolean operation,布林二元運算,
dyadic Boolean operator,布林二元運算子,
dyadic instructions,二元指令,
dyadic logical operation,二元邏輯運算,
dyadic matrices,二元向量矩陣,
dyadic operation,二元運算；兩項運算,
dyadic operator,二元運算子；兩項運算字,
dyadic processor,二元處理器,
dyadic wavelet transformation,二元小波變換,雙元小波變換
dye sublimation printer,熱昇華列印機,染料升華印刷機
dynamic,動態,
dynamic access,動態存取,
dynamic access mode,動態存取模式,
dynamic accuracy,動態精確度,
dynamic address,動態位址,
dynamic address relocation,動態位址再定位,
dynamic address table,動態位址表,
dynamic address translation,動態位址變換,動態地址轉換
dynamic address translator,動態位址翻譯器,
dynamic algorithm,動態演算法,
dynamic allocation,動態分配,動態分配
dynamic allocation interface routine,動態分配介面常式,
dynamic allocation memory,動態分配記憶體,
dynamic allocation of new space,新空間的動態分配,
dynamic allocation procedure,動態分配程序,
dynamic allocator,動態分配器,
dynamic analysis,動態分析,動態分析
dynamic analyzer,動態分析程式,"動態分析器, *動態生成程序"
dynamic aperture,動態孔徑,
dynamic architecture,動態架構,
dynamic area,動態區,
dynamic array,動態陣列,
dynamic array bound,動態陣列界限,
dynamic assertion,動態判定,
dynamic asynchronous logic circuit,動態異步邏輯電路,
dynamic average code length of Hanzi,動態漢字平均碼長,動態漢字平均碼長
dynamic average code length of words,動態字詞平均碼長,動態字詞平均碼長
dynamic bandwidth allocation,動態頻寬分配,
dynamic behavior,動態特性,
dynamic binding,動態連結,動態綁定
dynamic branch prediction,動態分歧預測,動態轉移預測
dynamic buffer,動態緩衝區,動態緩沖區
dynamic buffer allocation,動態緩衝器分配,動態緩沖區分配
dynamic buffering,動態緩衝,動態緩沖
dynamic call,動態呼叫,
dynamic cataloging,動態編目,
dynamic cell,動態單元,
dynamic characteristics,動態特性,
dynamic check,動態檢查,
dynamic circuit,動態電路,
dynamic cluster model,動態群集模型,
dynamic coefficient for key distribution,鍵分配之動態係數,
dynamic coefficient for key-element allocation,動態鍵分布係數,動態鍵位分布系數
dynamic coherence check,動態相關性檢查,動態相關性檢查
dynamic coincident code rate for words,動態字詞同碼率,動態字詞重碼率
dynamic compiling,動態編譯,
dynamic computer check,動態計算機檢查,
dynamic computer group,動態計算機組,
dynamic condition,動態條件,
dynamic conformance requirements,動態一致需求,
dynamic constraint,動態約束,
dynamic control,動態控制,動態控制
dynamic control module area,動態控制模組區域,
dynamic control system,動態控制系統,
dynamic core allocation,動態磁心分配,
dynamic cross call,動態互叫,
dynamic data area,動態資料區,
dynamic data exchage,動態資料交換,
dynamic data independence,動態資料獨立性,
dynamic data modification,動態資料修改,
dynamic data set definition,動態資料集定義,
dynamic data structure,動態資料結構,
dynamic data structuring,動態資料結構,
dynamic database,動態資料庫,
dynamic debug,動態除錯,
dynamic debug mode,動態除錯模式,
dynamic debugging technique,動態除錯技術,
dynamic debugging tool,動態除錯工具,
dynamic descendence,動態後繼,
dynamic device allocation,動態裝置分配,
dynamic device reconfiguration,動態裝置重組態,
dynamic dispatch virtual table,動態調度虛擬表,動態分派虛擬表
dynamic dispatching,動態調度,
dynamic display,動態顯示,動態顯示
dynamic display image,動態顯示影像,
dynamic distributed system,動態分散式系統,
dynamic dump,動態傾印,
dynamic effect model,動態效應模型,
dynamic environment,動態環境,
dynamic equivalence relation,動態關係,
dynamic error,動態誤差,動態誤差
dynamic file organization,動態檔案組織,
dynamic flipflop,動態正反器,
dynamic flow diagram,動態流程圖,
dynamic free variables,動態自由變數,
dynamic gain,動態增益,
dynamic gate,動態閘,
dynamic handle,動態處置,
dynamic handling,動態處理,動態處理
dynamic hardware redundancy,動態硬體冗餘,
dynamic hashing,動態散列,
dynamic hazard,動態冒險,動態冒險
dynamic image,動態影像,
dynamic image analysis,動態影像分析,
dynamic index,動態索引,
dynamic indirect addressing,動態間接定址,
dynamic information,動態資訊,
dynamic instruction,動態指令,
dynamic library,動態圖書館,
dynamic link,動態鏈接,
dynamic link library,動態鏈接程式館,動態鏈接庫
dynamic linking,動態鏈接,
dynamic linking descriptor,動態鏈接描述符,
dynamic load,動態負載,
dynamic loader,動態載入器,
dynamic loading,動態載入,
dynamic log,動態日誌,
dynamic logic,動態邏輯,
dynamic loop,動態迴路,
dynamic mapping allocation,動態對映配置,
dynamic mapping system,動態映像系統,
dynamic memory,動態記憶體,動態記憶
dynamic memory allocation,動態分配,動態存儲分配
dynamic memory management,動態記憶體管理,動態存儲管理
dynamic memory relocation,動態記憶體再定位,
dynamic microprocessor,動態微處理機,
dynamic microprogram control,動態微程式控制,
dynamic microprogramming control,動態微程式設計,
dynamic model,動態模型,
dynamic multifunctional pipeline,動態多功能管線,
dynamic multiplexing,動態多工,
dynamic network,動態網路,動態網絡
dynamic operation,動態操作,
dynamic optimization,動態最佳化,
dynamic order,動態次序,
dynamic ordering procedure,動態定序程序,
dynamic ordering search,動態定序搜尋,
dynamic overlay,動態覆蓋,
dynamic page relocation,動態頁再定位,
dynamic parameter,動態參數；動態型參數,
dynamic pipeline,動態管線,動態流水線
dynamic pool block,動態池塊,
dynamic printout,動態印出,
dynamic priority,動態優先級,動態優先級
dynamic priority algorithm,動態優先級演算法,動態優先級算法
dynamic priority scheduling,動態優先級排程,動態優先級調度
dynamic procedure,動態程序,
dynamic process,動態處理,
dynamic process creation,動態處理建立,
dynamic process deletion,動態處理刪除,
dynamic processor allocation,動態處理器分配,動態處理器分配
dynamic program debugging,動態程式除錯,
dynamic program loading,動態程式載入,
dynamic program profile,動態程式設定檔,
dynamic program relocation,動態程式再定位,
dynamic programming,動態規劃,動態規划[法]
dynamic protection,動態保護,動態保護
dynamic queue,動態佇列,
dynamic RAM,動態RAM,動態隨機存儲器
dynamic random access memory,動態隨機存取記憶體,
dynamic range,動態範圍,
dynamic reallocation,動態再分配,
dynamic real-time information processing system,動態即時資訊處理系統,
dynamic reconfiguration,動態重組態,
dynamic reconfiguration system,動態重組態系統,
dynamic redundancy,動態冗餘,動態冗余
dynamic refresh,動態更新,動態刷新
dynamic region area,動態區域,
dynamic register,動態暫存器,
dynamic relocation,動態再定位；動態重定位,動態重定位
dynamic relocation memory,動態再定位記憶體,
dynamic relocation program,動態再定位程式,
dynamic rendering,動態顯示,動態顯示
dynamic replication,動態複製,
dynamic resource,動態資源,
dynamic resource allocation,動態資源分配,動態資源分配
dynamic resource management,動態資源管理,
dynamic response,動態回應,
dynamic restructuring,動態重組,動態重構
dynamic routine,動態常式,
dynamic routing,動態選路,
dynamic scene analysis,動態景物分析,
dynamic scheduling,動態排程,動態調度
dynamic scheduling simulator,動態排程模擬器,
dynamic scope,動態範疇,
dynamic scope rule,動態範疇規則,
dynamic scoping,動態作用範圍,
dynamic segment attribute,動態段屬性,
dynamic semantics,動態語意學,
dynamic set,動態集,
dynamic sharing,動態分享,
dynamic shift register,動態移位暫存器,
dynamic signature verifier,動態簽署驗証器,
dynamic simulation,動態模擬,動態仿真
dynamic skew,動態偏斜,動態扭斜
dynamic software redundancy,動態軟體冗餘,
dynamic space reclamation,動態空間回收,
dynamic SQL,動態SQL語言,動態SQL語言
dynamic standby computer,動態備用計算機,
dynamic statistics,動態統計學,
dynamic stop,動態停止；動態中止,動態停機
dynamic storage,動態儲存,動態存儲器
dynamic storage allocation,動態儲存配置；動態儲存布置,
dynamic storage allocation algorithm,動態儲存分配演算法,
dynamic storage allocation language,動態儲存分配語言,
dynamic storage allocation scheme,動態儲存分配方案,
dynamic storage area,動態儲存區,
dynamic storage cell,動態儲存單元,
dynamic storage device,動態儲存裝置,
dynamic storage management,動態儲存管理,
dynamic storage region,動態儲存區域,
dynamic subroutine,動態次常式,
dynamic support program,動態支援程式,
dynamic support system,動態支援系統,
dynamic syntax,動態語法,
dynamic system,動態系統,
dynamic system identification,動態系統識別,
dynamic system synthesizer,動態系統合成器,
dynamic terminal,動態終端機,
dynamic test,動態測試,
dynamic testing,動態測試,動態測試
dynamic text display system,動態正文顯示系統,
dynamic tool display,動態工具顯示,動態工具顯示
dynamic track-following,動態磁軌跟隨,
dynamic transfer function,動態傳送函數,
dynamic translation buffer,動態翻譯緩衝器,
dynamic tree table,動態樹表,
dynamic trigger,動態觸發器,
dynamic type checking,動態型式檢查,
dynamic user microprogramming,動態用戶微程式設計,
dynamic variation,動態變動,
dynamic volume control,動態卷控制,
dynamic world planning,動態世界規劃,動態世界規划
dynamical load,動態載入,
dynamical pressure flying head,動壓式浮動磁頭,動壓[式]浮動磁頭
dynamically allocate,動態配置,
dynamically allocated pool,動態分配集用場,
dynamically loading head,動態加載磁頭臂,
dynamically modified channel program,動態修改通道程式,
dynamically reconfigurable robot system,動態可重組態機器人系統,
dynamically redefinable character set,動態可重定義字元集,
dynamically self-checked,動態自檢,
dynamically user microprogrammable machine,動態用戶可微程式機,
dynamicizer,動態器,
dynamics analyzer,力學分析程式,
原文,臺灣用語,大陸用語
A algorithm,A演算法,算法
A departmental reporting system,部門報告系統,
A hardware programming language,硬體程式設計語言,
A multi-access on-line system,多存取連線系統,
a prior information,先驗資訊,
A programming language,APL程式設計語言,APL語言
A retrieval process language,檢索處理語言,
A string,A字串,
A* algorithm,A*演算法,算法
A. C. dump,交流斷電,
A/D conversion,類比／數位轉換,
A/D converter,類比／數位轉換器,模／數轉換器
A/R age month,A/R帳齡月數；應收帳齡,
A/R due month,A/R到期月；應收帳到期月,
AAL,ATM調適層,ATM適配層
A-AND-NOT-B gate,A及反B閘,禁止門，A與B非門
A-B rolls,AB雙捲,
abacus,算盤,
abandon,放棄；作廢,
abbe constant,阿貝常數,
abbreviate,簡寫；縮寫,
abbreviated address,簡略位址,
abbreviated address call,簡略位址呼叫,
abbreviated address calling,簡碼呼叫,縮址呼叫
abbreviated addressing,簡略定址,
abbreviated answer,簡略回答,
abbreviated argument list,簡略引數表,
abbreviated call,簡略呼叫；簡呼,
abbreviated call letters,簡略呼叫字母,
abbreviated character,簡化字元,
abbreviated combined relation condition,簡化複合關係條件,
abbreviated dial system,簡略撥號系統,
abbreviated dialing,簡略撥號,
abbreviated form,簡化形式；簡表,
abbreviated header,縮化標題,
abbreviated indication,簡略指示,
abbreviated installation,簡略安裝,
abbreviated keyword,簡略關鍵字,
abbreviated name,縮寫名稱,
abbreviated notation,簡略記法,
abbreviated relation condition,簡略關係條件,
abbreviated table,簡略表,
abbreviating keyboard command,簡略鍵盤命令,
abbreviation,縮寫；縮語,
abbreviation document,縮寫文件,
abbreviation extraction,縮寫擷取,縮寫抽取
ABC analysis,ABC分析,
ABC automatic coding system,ABC器材自動編碼系統,
abductive reasoning,反繹推理,反繹推理
abend,異常終止[See abnormal end],
abend dump,異常終止傾印,異常終止轉儲
abend exit,異常跳出,異常終止出口
abnormal,異常,
abnormal circumstance,異常情況,
abnormal dump out,異常傾印輸出,
abnormal end,異常終止,
abnormal ending,異常結束,
abnormal error,異常錯誤,
abnormal exit,異常跳出,
abnormal false,異常偽；異常假,
abnormal input cause,異常輸入原因,
abnormal return,異常轉回,
abnormal return address,異常轉回位址,
abnormal termination,異常終止,
abnormal true test,異常真測試,
abort,打斷；放棄；異常中止,異常中止
abort advisory channel,異常終止諮詢通道,
abort key,中止鍵,中止鍵
abort program assembly,異常終止程式組合,
abort sensing and implementation system,異常終止感測和實作系統,
abort sequence,放棄序列,"放棄序列, *異常中止序列"
abort statement,異常中止敘述,
abort timer,放棄計時器,
absolute accuracy,絕對準確度,
absolute address,絕對位址,絕對地址
absolute addressing,絕對定址,絕對編址
absolute addressing index,絕對定址索引,
absolute ampere,絕對安培,
absolute assembler,絕對組合程式,
absolute assembly language,絕對組合語言,
absolute code,絕對碼,
absolute command,絕對命令,
absolute coordinate,絕對坐標,
absolute data,絕對資料,
absolute diskette read,絕對磁片讀取,
absolute diskette write,絕對磁片寫入,
absolute electrostatic unit,絕對靜電單位,
absolute error,絕對誤差,
absolute format,絕對格式,
absolute indexed mode,絕對索引模式,
absolute insert mode,絕對插入模式,
absolute instruction,絕對指令,
absolute language,絕對語言,
absolute loader,絕對載入器,絕對地址裝入程序
absolute location,絕對位置,
absolute machine code,絕對機器碼,絕對機器代碼
absolute maximum rating,絕對最大額定值,絕對最大額定值
absolute mode,絕對模式,
absolute module,絕對模組,
absolute name,絕對名稱,
absolute object program,絕對目的程式,
absolute order,絕對次序,
absolute overwrite mode,絕對重寫模式,
absolute plotter control,絕對繪圖器控制,
absolute point,絕對點,
absolute program,絕對程式,
absolute program loader,絕對程式載入器,
absolute programming,絕對程式設計,
absolute resolution,絕對解析度,絕對分辨率
absolute section,絕對區段,
absolute shared region,絕對共享區域,
absolute term,絕對項,
absolute time,絕對時間,
absolute time base error,絕對時基誤差,
absolute value,絕對值,
absolute value computer,絕對值電腦,
absolute vector,絕對向量,
absolute virtual address,絕對虛擬位址,
absorbency,吸墨性,吸墨性
absorption index,吸收指數,
abstract,摘要；抽象,(1)摘要，簡介　(2)摘錄　(3)抽象
abstract coding,抽象編碼,
abstract data type,抽象資料類型,抽象數據類型
abstract family of languages,抽象語言系列,抽象語言族
abstract individual,抽象單體,
abstract machine,抽象機,抽象機
abstract method,抽象方法,抽象方法
abstract model,抽象模型,
abstract symbol,抽象符號,
abstract syntax,抽象語法,
abstract syntax tree,抽象語法樹,
abstract window toolkit,抽象視窗工具箱,抽象窗口工具箱
abstracting service,摘要服務,(1)文摘服務　(2)文摘服務處
abstraction,抽象,抽象
AC erasing,交流清除法,交流清洗，交流抹去
AC flipflop,交流正反器,
AC indicator,交流指示器,
AC mode,交流模式,
ac-bias recording,交流偏壓記錄,
accelerated depreciation,加速折舊,
accelerated life test,加速壽命試驗,
accelerated random search,加速隨機搜尋,
accelerated test,加速測試,加速測試
acceleration factor,加速因數,
acceleration time,加速時間,加速時間
accelerator,加速器,
accelerator key,加速鍵,加速鍵
accept,接受,
accept action,接受動作,
accept command key indicator,接受命令鍵指示器,
accept date,接受日期,
accept for update,接受更新,
accept phase,接受階段,
accept response,接受回應,
accept sequence error,接受順序錯誤,
accept statement,接受敘述,
accept with error,有錯誤仍予接受,
accept with warning,有警告仍予接受,
acceptable estimates,可接受估計量,
acceptable failure rate,可接受故障率,
acceptable level of risk,可承受風險級,可承受風險級
acceptable program,可接受程式,
acceptable quality level,可接受品質位準,
acceptable reliability level,可接受的可靠性位準,
acceptable string,可接受字串,
acceptance,驗收,驗收
acceptance acknowledge,接受應答,
acceptance and transfer,驗收與移轉,
acceptance angle,[觀察]允許角,[觀察]允許角
acceptance criteria,驗收準則,驗收准則
acceptance data package,驗收資料包,
acceptance functional test,驗收功能測試,
acceptance functional test procedure,驗收功能測試程序,
acceptance inspection,驗收檢驗,驗收檢查
acceptance inspection package,驗收檢驗套裝軟體,
acceptance problem,驗收問題,
acceptance requirement package,驗收需求包,
acceptance requirements,驗收需求,
acceptance review,驗收檢視,
acceptance test,驗收測試,
acceptance test procedure,驗收測試程序,
acceptance testing,驗收測試,驗收測試
acceptance trials,驗收試驗,
accepted limit,接受極限,
accepted sequence,接受順序,
accepted tolerance,接受容許度,
accepted value,接受值,
accepting,接收,
accepting state,接受狀態,接受狀態
accepting station,接收站,
acceptor handshake,接收器交握,
acceptor of data,資料接收器,
access,存取；進接；讀取；進出,"訪問, *存取"
access activity,存取活動,
access algorithm,存取演算法,
access analysis,存取分析,
access and control point,存取和控制點,
access arm,存取臂,存取臂
access assembly,存取組合,
access attribute,存取屬性,
access attribute of segment,段存取屬性,
access authorization,存取授權,訪問授權
access barred,存取禁止,
access barred signal,存取禁止信號,
access bit,存取位元,
access block,存取塊,
access by record file address,利用記錄檔案位址存取,
access category,存取種類,"訪問范疇, *存取范疇"
access channel,存取通道,
access channel control,存取通道控制,
access charge,存取費用,
access check,存取檢查,
access circuit,存取電路,
access code,存取碼,
access coding,存取編碼,
access common system table,存取公用系統表,
access compatibility,存取相容性,
access conflict,存取沖突,"存取沖突, *訪問沖突"
access consideration,存取考慮,
access constraint,存取約束,
access context,存取上下文,
access control,存取控制,"存取控制, *訪問控制"
access control bit,存取控制位元,
access control byte,存取控制位元組,
access control entry,存取控制項,
access control field,存取控制欄,訪問控制字段
access control key,存取控制鍵,
access control level,存取控制等級,
access control list,存取控制列表,
access control list entry,存取控制列表項,
access control lock,存取控制鎖,
access control mechanism,存取控制機制,存取控制機制
access control procedure,存取控制程序,
access control requirement,存取控制需求,
access control section,存取控制區段,
access control system,存取控制系統,
access control word,存取控制字,
access cycle,存取周期,訪問周期
access cylinder,存取磁柱,
access date,存取日期,
access decision,存取決策,
access declaration,存取宣告,
access denial,存取拒絕,存取拒絕
access device,存取裝置,
access domain,存取域,
access exception,存取異常,
access existing permanent file,存取現存永久檔案,
access facility,存取設施,
access failure,存取失敗,
access file,存取檔案,
access floor,活動地板,
access function,存取功能,
access function register,存取功能暫存器,
access gap,存取間隙,
access gate,存取閘,
access hole,存取孔,讀寫孔
access interface,存取介面,
access interrupt,存取中斷,
access interrupt mark,存取中斷標示,
access isolation mechanism,存取隔離機制,
access key,存取鍵,
access key organization,存取鍵組織,
access level,存取層次；存取等級,"訪問級別, *存取級別"
access level structure,存取層次結構,
access line,存取線路,
access line facilities,存取線路設施,
access link,存取讀寫鏈接,
access list,存取串列,"存取表, *訪問表"
access machine,存取機,
access macro,存取巨集,
access macro instruction,存取巨集指令,
access management,存取管理,
access manager,存取管理器,存取管理程序
access mask register,存取遮罩暫存器,
access matrix,存取矩陣,"訪問矩陣, *存取矩陣"
access mechanism,存取機構,存取機構
access memory,存取記憶體,
access method,存取方法,存取方法
access method block,存取方法區塊,
access method block list,存取方法塊列表,
access method control block,存取方法控制塊,
access method data statistics block,存取方法數據統計塊,
access method for indexed data,索引資料存取法,
access method interface,存取方法介面,
access method module,存取法模組,
access method routine,存取方法常式,
access method services,存取方法服務,
access method summary,存取方法摘要,
access mode,存取模,
access model,存取模型,
access name,存取名稱,
access network,存取網路,
access object,存取目標,
access operation,存取操作,
access oriented,存取導向,
access oriented programming,存取導向程式設計,
access originator,存取發起者,
access path,存取路徑,
access path control,存取路徑控制,
access path of data structure,資料結構的存取路徑,
access path period,存取路徑週期,
access path selection,存取路徑選擇,
access path specification language,存取路徑規格語言,
access path widening,存取路徑加寬,
access period,存取週期,
access permission,存取允許；存取許可,"訪問許可, *存取許可"
access phase,存取階段,
access point,存取點,
access port,存取埠,
access priority,存取優先權,
access privilege,存取特權,"存取特權, *訪問特權"
access procedure,存取程序,
access program,存取程式,
access protection field,存取保護欄,
access protocol,存取協定,
access queue,存取佇列,存取隊列
access rate,存取速率,
access record,存取記錄,
access restriction,存取限制,
access restriction enforcement,存取限制加強,
access right,存取權；使用權限,"訪問權, *存取權"
access right assertion,存取權判定,
access right grant or deny,存取權授與或拒絕,
access right terminal,直接存取終端機,
access routine,存取常式,
access routine code file,存取常式碼檔案,
access routine recompilation,存取常式重新編譯,
access routine specification,存取常式規格,
access rule,存取規則,
access scan,存取掃瞄,取數掃描
access scheme,存取方案,
access sequence,存取順序,
access sharing,存取共享,訪問共享
access specification,存取規格,
access specification language,存取規格語言,
access specifier,存取規格符,
access speed,存取速率,
access stencil,存取模板,
access stream,存取流,
access structure,存取結構,
access system,存取系統,
access table,存取表,
access technique,存取技術,
access time,存取時間,存取時間
access time gap,存取時間間隙,
access transparency,存取透明性,存取透明性
access type,存取型式,"存取類型, *訪問類型"
access type bits,存取型式位元,
access type definition,存取類型定義,
access unit,存取單元,
access value,存取值,
access variables,存取變數,
access verb,存取動詞,
access violation,存取違規,存取違例
access width,存取寬度,
access window,存取視窗,
accessibility,可存取性,可存取性
accessibility character,可存取性字元,
accessible,可存取的,
accessible address space,可存取位址空間,
accessible field,可存取欄,
accessible state,可存取狀態,
accessing batch processing environment,存取批次處理環境,
accessing cost for instruction and data,指令和資料的成本存取,
accessing cost for item outside stack,存取堆疊外項目的成本,
accessing environment of task,存取任務環境,
accessing formula,存取公式,
accessing independent processing environment,存取獨立處理環境,
accessing interactive processing environment,存取交互式處理環境,
accessing operation,存取操作,
accession designation number,存取指定號碼,
accessor,存取器,
accessor control,存取器控制,
accessor privilege,存取器特權,
accessory,附件；配件,
accessory power supply,輔助電源,
accidental data,非限定資料,
accidental threat,非限定威脅,偶然威脅
accordion fold,手風琴式折頁,
accordion seek,往復尋覓,往復尋道[測試]
account balance,帳戶結餘,
account creation report,新建帳戶報表,
account delete report,刪除帳戶報表,
account detail,帳戶明細,
account information,帳戶資訊,
account name,帳戶名稱,
account number,帳號；會計編號,
account payable,應付帳款,
account policy,帳號原則,記賬策略
account receivable,應收帳款,
account reconciliation program,會計對帳程式,
account string,帳戶字串,
account template,帳戶模板,
account,帳戶；科目；會計；帳款,
accountability in data entry,資料登錄之可信度,
accounting,帳務；會計,
accounting application program,會計應用程式,
accounting code,會計碼,記賬碼
accounting cycle,會計週期,
accounting data system,會計資料系統,
accounting equation,會計方程式,
accounting format,會計格式,
accounting information,會計資訊,
accounting information system,會計資訊系統,
accounting language,會計語言,
accounting line number,計行用號碼,
accounting machine,記帳機；電子記帳機,
accounting management system,會計管理系統,
accounting manager,會計經理,
accounting period,會計週期,
accounting procedure,會計程序,
accounting ratio,會計比率,
accounting regime,會計管轄,
accounting report,會計報表,
accounting summary report,會計彙總表,
accounting system,會計系統；帳務系統,
accounting tabulating,會計製表,
accounts payable system,應付帳款系統,
accounts receivable age month,應收帳款帳齡月數,
accounts receivable file,應收帳款檔,
accounts receivable system,應收帳款系統,
accreditation,身份鑑定,
accrual accounting,應計的帳務,
accrual basis,應計基礎,
accrued,應計的,
accrued by period,依期間應計,
accumulate,累計,
accumulated depreciation,累計折舊,
accumulating final total,最後累計總數,
accumulating reproducer,累積複製器,
accumulation and distribution unit,累積與分配單元,
accumulation field,累計欄,
accumulative reception,累積接收,
accumulative value,累積值,
accumulator,累加器,累加器
accumulator field,累加器欄位,
accumulator instruction,累積器指令,
accumulator jump instruction,累積器跳越指令,累加器轉移指令
accumulator left shift,累加器左移,
accumulator minus judgement,累加器減判定,
accumulator read-in module,累加器讀入模組,
accumulator register,累加暫存器,累加寄存器
accumulator right shift,累加器右移,
accumulator shift instruction,累積器移位指令,
accumulator shift right,累加器右移,
accumulator transfer instruction,累積器轉移指令,
accuracy,準確度；精確度,
accuracy constraint,準確度約束,
accuracy control character,準確度控制字元,
accuracy control system,準確度控制系統,準確度控制系統
accuracy of equalization,等化準確度,
accurate position indicator,精確位置指示器,
accurately defined system,確切定義系統,
ac-dc ringing,交直流振鈴,
acetate,醋酸鹽膠片,
ACK,確認,確認
acknowledge,確認,確認
acknowledge character,確認字元,
acknowledged connectionless-mode transmission,確認的無連接方式傳輸,確認的無連接方式傳輸
acknowledged information transfer service,應答資訊傳送服務,
acknowledged state variable,應答狀態變數,
acknowledgement,認可；確認；應答,確認
ACMS central controller,ACMS中央控制器,
ACMS operator,ACMS作業員,
ACMS operator command,ACMS操作員命令,
ACMS user,ACMS使用者,
ACMS/AD,應用控制與管理系統／應用發展,
acorn tube,橡實管,
acoustic,聲響,
acoustic coupler,聲響耦合器,
acoustic data,聲響資料,
acoustic data analysis center,聲響資料分析中心,
acoustic data processor,聲響資料處理機,
acoustic delay,聲響延遲,
acoustic delay line,聲響延遲線,
acoustic hood,隔音箱,
acoustic input device,聲響輸入裝置,
acoustic intelligence data system,聲響智慧資料系統,
acoustic memory,聲響記憶體,聲存儲器
acoustic model,聲響模型,聲學模型
acoustic panel,聲響面板,
acoustic storage,聲響儲存器,
acoustic transmission system,聲響傳輸系統,
acoustical,音響的,
acoustical absorption coefficient,音響吸收係數,
acoustical hologram,音響全像,
acoustical holography,音響全像術,
acoustical imaging,音響成像,
acoustical sound enclosure,隔音箱,
acoustic-optic modulator,聲光調變器,
acoustics,音響學；聲學,
acousto-optic deflector,聲光偏轉器,
acousto-optic effect,聲光效應,
acousto-optic medium,聲光媒介,
acquire,獲取,
acquire program device operation,程式裝置獲取作業,
acquirer,獲取者,需方
acquisition,獲取；擷取,獲取
acquisition mode,探測模式；擷取模式（指信號）,
acquisition of signal,信號獲取,
acquisition process,獲取過程,獲取過程
acquisition time,獲取時間,
acquisition time limit,擷取時間限制,
acronym,縮寫字；字首；字首語；頭字語,字首組合詞
across tape,交叉磁帶,
ACSE,應用控制服務元件,聯合控制服務要素
act fork,決策叉路,
actinic light,化學光線,
action,行動；作用；措施；指令；動作,
action area,動作區,
action code,動作碼,
action command,動作命令,
action current,作用電流,
action cycle,動作週期,
action detail,行動明細報表,
action detail report,行動明細報表,
action directive,動作指令,
action entry,動作登錄,
action field,動作檔,
action file,現用檔,
action group,指令群,
action item,作用項目,
action line,作用線,
action list,作用列表,
action menu,作用選項單,
action message,動作訊息,
action panel,指令面板,
action paper,壓感紙,壓感紙
action period,作用週期,
action prompt,動作提示,
action rate,作用率,
action routine,作用常式,
action schedule,行動時程,
action sequence diagram,作用順序圖,
action site,作用地點,
action spot,作用點,作用點
action stack,作用堆疊,
action status,行動狀態,
action time,作用時間,
action token,作用符記,
activate,啟動,"激活, *使能"
activate button,啟動鈕,
activate counter,啟動計數器,
activate key,啟動鍵,
activate logical unit,啟動邏輯單元,
activate mechanism,啟動機制,激活機制
activate physical unit,啟動實體單元,
activate primitive,啟動基元,激活原語
activate signal,啟動信號,
activate task,啟動任務,
activate user,啟動使用者,
activate user task,啟動使用者任務,
activating,啟動,
activation,啟動；活動,
activation block,啟動區塊,
activation environment,啟動環境,
activation flag,啟動旗標,
activation fragment,啟動片段,
activation function,啟動函數,激活函數
activation item,啟動項,
activation list,啟動串列,
activation mechanism,啟動機制,
activation of homing,啟動自動導引系統,
activation pointer,啟動指標,
activation procedure,啟動程序,
activation processor,啟動處理機,
activation record template,啟動記錄模板,
activation record,活動記錄；啟動記錄,
activation request,啟動請求,
activation table,啟動表,
activation tree,啟動樹,
active,現用；有效；主動,
active acoustic device,主動聲響裝置；有源聲裝置,
active address key,現用位址鍵,
active agent,主動代理,活動主體
active and inactive stack,現用及不活動堆疊,
active area,有效區,
active attack,主動攻擊,主動攻擊
active backplane,有源底板,有源底板
active backup line,有效備用線路,
active bank,現行記憶庫,
active block,現用區塊,
active bubble generator,主動磁泡產生器,
active card,現用卡片,
active cell,有效格,
active channel state,現用通道狀態,工作信道狀態
active circuit,有效電路,
active communication satellite,有效通訊衛星,
active component,主動組件,
active computer,現用電腦,
active data,現用資料,
active data area,現用資料區,
active data set,現用資料集,
