en,zh-hant,zh-hans
flat flexible cable,帶狀柔性電纜,
flat head plotter,平頭繪圖器,
flat integrated circuit,扁平積體電路,
flat pack,扁平裝配,扁平封裝
flat package,平包,扁平封裝
flat package integrated circuit,扁平封裝積體電路,
flat panel display,扁平面顯示器；平板顯示器,平板顯示器
flat panel technique,扁平面板技術,
flat positive peak,平頂正峰,
原文,臺灣用語,大陸用語
flat rate,按時計價；統收費率,
flat squared picture tube,直角平面映像管,直角平面顯像管
flat transmission,平傳輸,
flat tuning,粗調,
flat weighting,平直加權,
flat wire,扁平線,
flat-arrangement,平坦安排,
flat-bed camera,平板攝影機,
flat-bed cylinder press,平板滾筒印刷機,
flat-bed editing machine,平台編輯機,
flat-bed plotter,平式繪圖器；平板繪圖器,
flat-bed scanner,平板掃瞄器,平板掃描儀
flat-bed scanning,平板掃瞄,
flat-bed transmitter,平台發送器,
flat-film memory,平面膜記憶體,
flatness,平度,
flat-sandwich multiconductor cable,帶狀多芯電纜,
flattener,壓平器,
flaw,缺陷,瑕點
flaw detection,缺陷檢測,
fleet scheduling program,快速排程程式,
Fleury algorithm,弗勒里算法,
flexi mode,彈性模式,
flexibility,彈性；柔性,靈活性
flexible,彈性；軟；柔,
flexible algebraic scientific translator,彈性代數科學翻譯器,
flexible array,彈性陣列,
flexible array bound,彈性陣列界限,
flexible automation,彈性自動化,
flexible base material,軟性基材,
flexible bus,柔性匯流排,
flexible central processing unit,彈性的中央處理單元,
R/W driver,讀寫驅動器,
R/W head,讀寫頭,讀/寫磁頭
RA,註冊機構,注冊機構
race,競賽,
race condition,競賽條件,
race hazard,競賽冒險,
race problem,競賽問題,
race way,電纜通路,
race-free assignment,無競爭分配,
rack,框架,
rack and panel connector,框架及面板連接器,
rack and panel construction,框架及面板構造,
rack configuration,框架組態,
rack construction,框架構造,架裝結構
rackmount,框架安裝,架裝安裝
rad-50,基數50,
radar,雷達系統,
flexible circuit,軟性電路,
flexible control,彈性控制,
flexible control computer,彈性控制計算機,
flexible data dictionary system,彈性資料字典系統,
flexible disc drive,軟碟驅動器,
flexible disc system,軟碟系統,
flexible disc,軟碟,
flexible disk,軟性磁碟,"軟磁盤, *軟盤"
flexible disk cartridge,軟性磁碟匣,
flexible disk control,軟磁碟控制,
flexible disk controller,軟碟控制器,
flexible disk drive,軟磁碟機,
flexible disk system,軟碟系統,
flexible generic system software,彈性同屬系統軟體,
flexible ideal format for information,彈性理想的資訊格式,
flexible interface technique,彈性介面技術,
flexible joint,軟性結合,
flexible manufacture system,彈性製造系統,柔性制造系統
flexible manufacturing,彈性製造,
flexible manufacturing system,彈性製造系統,柔性制造系統
flexible multipipeline processor,彈性的多道流水線處理機,
flexible name,可變的名稱,
flexible package,彈性組件,
flexible parallel processing,彈性的平行處理,
flexible plastic disc,塑料軟磁碟,
flexible printed-circuit,柔性印刷電路,
flexible processor design,彈性處理機設計,
flexible symbol,可變符號,
flexible test method for microprocessor,微處理機的彈性測試法,
flexible topology,彈性布局,
radar computer simulator,雷達計算機模擬器,
radar signal processing,雷達信號處理,
radar tracker,雷達追蹤器,
radial,徑向,
radial component,徑向組件,
radial scan,徑向掃瞄,
radial selector,徑向選擇器,
radial serial protocol,放射串聯協定,
radial servo,徑向伺服,徑向伺服
radial transfer,放射式轉移,
radial wheel blower,放射輪吹風機,
radial wiring,徑向佈線,
radian,弧度,
radian frequency,角頻率,
radiant,輻射的；輻射源,
radiant energy,輻射能,
radiating,散熱；輻射,
radiating element,輻射元件,
radiating flange,輻射凸緣,
radiation,輻射,輻射
radiation condition,輻射條件,
radiation detection,輻射檢測,
radiation detection satellite,輻射檢測衛星,
radiation fin,輻射散熱片,
radiation hardening,輻射加固（使電子設備耐輻射的技術）,
radiation loss,輻射損耗,
radiation measurement,輻射測量,
radiation medicine,輻射醫學,
radiator,輻射體；輻射器；散熱器,
radical,基本的；主要的；,偏旁
radical coding,字根編碼,
flexible vector,可伸縮的向量,
flexible wire,軟線,
fleximan,彈性機人,
flexography,膠版印刷,
flexowriter,電傳打字機,
flexowriter code,電傳打字機碼,
flexural modulus,抗彎模數,
flicker,閃爍,
flicker bit,閃爍位元,
flicker effect,閃爍效應,
flicker frequency,閃爍頻率,
flicker rate,閃爍率,
flickering,閃爍的,
flicking,閃爍,
flight analyzer,飛行分析器,
flight computer,飛行計算機,
flight course computer,導航計算機,
flight director computer,飛行指揮計算機,
flight height,飛行高度,飛行高度
flight path computer,航線計算機,
flight simulator,飛行模擬器,
flip,倒裝,
flip chip,倒裝晶片,
flip chip bonder,倒裝晶片接合器,
flip chip bonding,倒裝晶片接合法,
flip chip integrated circuit,倒裝晶片積體電路,
flip chip method,倒裝晶片法,
flip chip structure,倒裝晶片結構,
flip chip transistor,倒裝晶片電晶體,
flip network,交換網路,
flip symbol,拍符號,
flip-flop,正反器,觸發器
radio,無線電；收音機,
radio astronomy,無線電天文學,
radio autocontrol,無線電自動控制,
radio baseband receive terminals,無線電基頻接收終端,
radio baseband send terminals,無線電基頻發送終端,
radio beam,無線電射束,
radio broadcasting,無線電廣播,
radio button,無線電鈕,單選按鈕
radio circuit,射頻電路,
radio command guidance system,無線電命令導引系統,
radio command link,無線電命令鏈接,
radio command system,無線電命令系統,
radio common carrier,無線電公用載波,
radio common channel,無線電公用通道,
radio communication,無線電通信,
radio communication net,無線電通信網,
radio communication regulation,無線電通信條例,
radio connection,無線電連接,
radio control,無線電控制,
radio data,無線電數據,
radio data link,無線電數據鏈路,
flipflop A-coupled,交流耦合正反器,
flipflop capacitance coupled,電容耦合正反器,
flipflop carry,進位正反器,
flipflop circuit,正反器電路,
flipflop counter,正反計數器,
flipflop decade ring,正反十進制環,
flipflop delay,正反延遲,
flipflop direct-coupled,直接耦合正反器,
flipflop equipment,正反器設備,
flipflop register,正反暫存器,
flipflop sequential circuit,正反器時順電路,
flipflop sign,正反器正負號,
flipflop sign control,正負號控制正反器,
flipflop signal,正反信號,
flipflop signal control,正反信號控制,
flipflop stage,正反級,
flipflop storage,正反器儲存,
flipflop string,正反串,
flipflop,正反器,
flip-latch,舊鎖觸發器,
flipping,轉換,轉換
float,浮動,
float attribute,浮動屬性,
float contact,浮動接觸,
float dollar sign,浮動金錢幣記號,
float factor,浮動因數,
float head,浮動磁頭,浮動磁頭
float plate assembly,浮板組合,
float point addition,浮點加法,
floatable overlay,可浮動覆蓋,
floating,浮動,
radio direction and ranging,無線電定向和測距,
radio direction finder,定向儀無線電方向尋檢器,
radio frequency amplifier,射頻放大器,
radio frequency generator,射頻產生器,
radio frequency interference,射頻干擾,
radio frequency sputtering,射頻濺散,
radio frequency,射頻,
radio link,無線電鏈路,
radio location,無線電位置,
radio log,無線電日誌,
radio monitor,無線電監控器,
radio network,無線電網路,
radio paging,無線電播叫（找人）；無線呼叫（找人）,
radio photography,無線電傳真（術）,
radio relay station,無線電中繼站,
radio relay system,無線電中繼系統,
radio telecontrol,無線電遙控,
radio telegraphy,無線電報學,
radio telephony,無線電話學,
radio teletypewriter,無線電傳打字機,
radio typewriter,無線電打字機,
radio waves,無線電波,
radio window,無線電視窗,
radioactivity,放射性,
radiogram,無線電報,
radiograph,放射線照片,
radio-graphy,放射線照片術,
radiometer,輻射計,
radionuclide,放射性核素,放射性核素
radiosity method,輻射度方法,輻射度方法
radius,半徑,
floating accent,浮動重音符,
floating accumulator,浮點累加器,
floating action controller,浮動式控制器,
floating add absolutely,絕對值浮點加,
floating add magnitude,浮點加量,
floating add,浮點加法,
floating address,浮動位址,
floating arithmetic sign,浮算術記號,
floating beacon,浮標,
floating buffer,浮動緩衝區,
floating bus,浮動匯流排,
floating bushing,浮動套管,
floating carrier amplifier,浮動載波放大器,
floating carrier modulation,浮動載波調變,
floating channel,浮動通道,
floating character,浮動字元,
floating command line,浮動命令行,
floating constant,浮點常數,
floating controller,浮動控制器,
floating currency sign,浮動貨幣記號,
floating currency symbol,浮動貨幣符號,
floating data,浮點資料,
floating decimal,浮點十進制,
floating decimal abstract coding system,浮點十進摘要編碼系統,
floating decimal accumulator,浮點十進累加器,
floating decimal arithmetic,浮點十進算術,
floating decimal mode,浮點十進位模態；浮動十進位模態,
floating decimal setup,浮十進設置,
floating decimal subroutine,浮點十進制次常式,
floating diffusion,浮動傳播,
floating divide,浮點除法,
floating error code,浮動錯誤碼,
radius vector,半徑向量,
radix,數基,
radix complement,數基補數,
radix conversion,數基轉換,
radix exchange sort,基數互換分類,
radix exchange sorting method,基數互換分類法,
radix exchange sorting routine,基數互換分類常式,
radix mixed,混合基數,
radix module,基數模組,
radix notation,基數記法,
radix number,數基數,
radix numeration,基數命數,
radix numeration system,基數命數系統,
radix point,數基點,
radix pointer,基數指標,
radix scale,數基標度（同radixnotation）,
radix sort,數基排序,
radix sorting,基數排序,基數排序
radix subfield exchange sorting,基數子欄互換分類法,
radix transform,基數變換,
radix two computer,二基數計算機,
radix two counter,二基數計數器,
radix-digit,基數數位,
floating executive,浮動執行常式,
floating failure,浮動失效,漂移失效
floating gate,漂浮閘,
floating gate avalanche injection MOS,浮閘雪崩注入式金屬氧化物半導體,
floating gate avalanche injection type MOS memory,浮閘突崩注入型金氧半導體記憶體,
floating gate memory,浮閘記憶體,
floating gate metal-oxide-semiconductor,浮閘金氧半導體,
floating head,浮動磁頭,浮動磁頭
floating head magnetic disk,浮動頭磁碟,
floating input distortion,浮動輸入畸變,
floating input to ground output,浮動輸入接地輸出,
floating input,浮動輸入,
floating insertion character,浮插入字元,
floating insertion editing,浮動插入編輯,
floating instruction set,浮點指令集,
floating interpretative automatic translator,浮動解譯自動翻譯器,
floating interpretive language,浮點解譯語言,
floating magnetic head,浮動磁頭,浮動磁頭
floating maintenance mode,浮維護模,
floating multiply,浮點乘法,
floating normalized control,浮點正規化控制,
floating number,浮點數,
floating octal point,浮點八進制,
floating operations per second,每秒浮作業數,
floating output,浮動輸出,
floating overflow bit,浮溢出位元,
floating overflow trap,浮溢位陷阱,
floating overlay,浮動覆蓋,
floating point,浮點,
floating point accelerator,浮點加速器,
floating point accumulator,浮點累加器,
floating point adder,浮點加法器,
radix-marker,基數標記符,
radix-minus-one complement,數基減一補數,反碼
Radon transform,氡變換,拉東變換
ragged,不齊；未對齊,
ragged center,中心未對齊,
ragged left,左邊未對齊,左邊未對齊
ragged right,右邊未對齊,右邊未對齊
ragged setting,版面未對齊,
ragged text,正文未對齊,
RAID,冗餘陣列的不貴磁碟,磁盤冗余陣列
rail voltage,導軌電壓,
railway division communication system,鐵路區段通信系統,
rain barrel effect,雨桶效應,
rainbow,彩虹,
raise statement,引發敘述,
raised character,凸（起）字符,
raised cosine pulse,上升餘弦脈波,
raised cosine wave,上升餘弦波,
raised floor,高架地板,活動地板
raising the typing line,上移打字行,
Rajchman plate,雷奇曼儲存板,
Rajchman selection switch,雷奇曼選擇開關,
RAM,隨機存取記憶體,隨機存儲器
RAM disk,隨機存取記憶磁碟,
rambus,記憶體匯流排,存儲器總線
ramp,斜波,
ramp function,斜波函數,斜坡函數
ramp signal,斜波信號,
ramp-response time,斜波嚮應時間,
floating point arithmetic hardware,浮點運算硬體,
floating point arithmetic library,浮點運算程式館,
floating point arithmetic package,浮點運算程式包,
floating point arithmetic unit,浮點運算單元,
floating point arithmetic,浮點運算,
floating point array processor,浮點式陣列處理機,
floating point base,浮點數基,
floating point basis,浮點基,
floating point binary,浮點二進數,
floating point board,浮點板,
floating point buffer,浮點緩衝器,
floating point calculation,浮點計算,
floating point coding compaction,浮點編碼壓縮,
floating point coefficient,浮點係數,
floating point compaction,浮點壓縮法,
floating point computer,浮點計算機,
floating point constant,浮點常數,
floating point control field,浮點控制欄位,
floating point data,浮點資料,
floating point data item,浮點資料項,
floating point decimal,浮點十進數,
floating point divide exception,浮點除法異常,
floating point exception,浮點異常,
floating point exception routine,浮點異常常式,
floating point exponent,浮點指數,
floating point expression,浮點表式,
floating point feature,浮點功能,
floating point feature instruction,浮點功能指令,
floating point field,浮點欄位,
floating point format,浮點格式,
floating point hardware,浮點硬體,
random access,隨機存取,隨機存取
random access auxiliary storage,隨機存取輔助儲存器,
random access block,隨機存取塊,
random access by hashing,雜湊式隨機存取,
random access by key,依鍵隨機存取,
random access by record file address,依錄檔位址隨機存取,
random access by relative record number,依相對記錄號碼隨機存取,
random access communication system,隨機存取通信系統,
random access computer,隨機存取計算機,
random access device,隨機存取裝置,
random access discrete address system,隨機存取離散位址系統,
random access disk file,隨機存取磁碟檔,
random access disk file bank,隨機存取磁碟檔案庫,
random access file,隨機存取檔,
random access I/O routine,隨機存取輸入輸出常式,
random access image devices,隨機存取影像裝置,
random access input/output,隨機存取輸入輸出,
random access machine,隨機存取機,隨機存取機器
random access memory,隨機存取記憶體,隨機（存取）存儲器
random access message storage,隨機存取訊息儲存,
random access method,隨機存取法,
random access method of accounting and control,會計管制隨機存取法,
random access mode,隨機存取模,
random access number out-of-range,隨機存取數越界,
random access optical memory,隨機存取光記憶體,
random access path,隨機存取路徑,
random access processing,隨機存取處理,
random access processing file,隨機存取處理檔案,
random access programming,隨機存取程式設計,
random access projector,隨機存取投影機,
random access protocol,隨機存取協定,
floating point indicator,浮點指示符,
floating point input format,浮點輸入格式,
floating point input/output,浮點輸入輸出,
floating point instruction group,浮點指令群,
floating point instruction set,浮點指令集,
floating point integer,浮點整數,
floating point interpretive program,浮點解譯程式,
floating point literal,浮點文字,
floating point mathematics,浮點數學,
floating point mode,浮點模；浮點模式,
floating point mould,浮點模型,
floating point multiplication,浮點乘法,
floating point notation,浮點記法,
floating point number,浮點數,
floating point operand stack,浮點運算元堆疊,
floating point operation code,浮點操作碼,
floating point operation stack,浮點操作堆疊,
floating point operation,浮點運算,
floating point operations per second,每秒浮點運算次數,浮點運算每秒
floating point package,浮點套裝軟體,
floating point precision,浮點精度,
floating point process unit,浮點處理單位,
floating point processor exception,浮點處理器異常,
floating point processor register,浮點處理機暫存器,
floating point processor unit,浮點處理器,
floating point processor,浮點處理機,
floating point radix,浮點數基,
floating point register storage,浮點暫存器儲存,
floating point register,浮點暫存器儲存；浮點暫存器,浮點寄存器
floating point representation,浮點表示法,
floating point representation system,浮點表示系統,
random access software,隨機存取軟體,
random access sort,隨機存取排序,
random access sorter,隨機存取排序器,
random access storage,隨機存取儲存器；隨機存取儲存,
random access storage device,隨機存取儲存裝置,
random access store,隨機存取儲存,
random access stored program machine,隨機存取儲存程式機,
random access structure,隨機存取結構,
random access system,隨機存取系統,
random access time,隨機存取時間,
random address,隨機位址,
random addressing,隨機定址,
random analog signal analysis program,隨機類比信號分析程式,
random binary information,隨機二進制資訊,
random communication satellite,隨機通信衛星,
random communication satellite system,隨機通信衛星系統,
random context array grammar,隨機上下文陣列文法,
random counter,隨機計數器,
random data set,隨機資料集,
random defect,隨機缺陷,
random digit,隨機數位,
random distribution,隨機分配,
random encoding,隨機編碼,
random entry method,隨機登錄法,
random environment,隨機環境,
random error,隨機誤差,隨機差錯
random excitation simulation,隨機激勵模擬,
random failure,隨機失效；隨機故障,隨機失效
random fault,隨機故障,隨機故障
floating point root isolation,浮點根隔離,
floating point rounding,浮點捨入,
floating point routine,浮點常式,
floating point shift,浮點移位,
floating point significance control,浮點有效值控制,
floating point status vector,浮點狀態向量,
floating point subroutine,浮點次常式,
floating point subtract,浮點減,
floating point subtracter,浮點減法器,
floating point system,浮點制,
floating point transformation,浮點變換,
floating point truncation,浮點截斷,
floating point type,浮點類型,
floating point underflow,浮點下溢,
floating point underflow trap,浮點下溢陷阱,
floating point underflow trap enable,允許浮點下溢陷阱,
floating point unit,浮點單元,
floating print notation,浮動列印記法,
floating reference address,浮動參考位址,
floating replacement character,浮替換字元,
floating sign,浮點符號,
floating significance control,浮有效值控制,
floating subroutine,浮次常式,
floating subtract,浮點減法,
floating symbolic address,浮動符號位址,
floating type,浮類型,
floating underflow,浮點下溢,
floating voltage,浮動電壓,
floating zero,浮動零,
floating zero control,浮動零點控制,
floating-point computer,浮點計算機,浮點計算機
random fault analysis,隨機故障分析,
random file,隨機檔案,隨機文件
random file format,隨機檔案格式,
random file key,隨機檔案鍵,
random file mode,隨機檔案模式,
random file of fixed length record,（固）定長（度）記錄的隨機檔案,
random file organization,隨機檔案組織,
random file rollback,隨機檔案轉返,
random forcing function,隨機強制功能,
random function,隨機函數,
random Gaussian number,隨機高斯數,
random geometry technique,隨機幾何技術,
random library,隨機程式館,
random logic,隨機邏輯,
random logic design,隨機邏輯設計,
random logic device,隨機邏輯裝置,
random logic testing,隨機邏輯測試,
random model,隨機模型,
random multiple access,隨機多重存取,隨機多路訪問
random network,隨機網路,
random node,隨機節點,
random noise,隨機雜訊,隨機噪聲
random nonreturn-to-zero change on one,隨機逢1變化不歸零制,
random number,隨機數；亂數,隨機數
random number generation,隨機數產生,
random number generator,隨機數產生器,隨機數生成器
random number program,隨機數產生程式,
random number sequence,隨機數順序；隨機數數序,隨機數序列
random number table,隨機數表,
random order,隨機次序,
random organizational method,隨機組織方法,
floating-point number,浮點數,浮點數
floating-point operation,浮點運算,浮點運算
floating-point processing unit,浮點處理單元,浮點處理單元
random packet length,隨機包長度,
random page replacement,隨機頁面替換,隨機頁替換
random paralleling,隨機平行,
random path,隨機路徑,
random permutation,隨機置換；隨機排列,
random phase,隨機階段,
random placement,隨機布局,
random process,隨機處理,
random processing,隨機處理,隨機處理
random reducibility,隨機歸約,隨機歸約[性]
random rehash,隨機再雜湊,
random rehash method,隨機再雜湊法,
random rehash technique,隨機再雜湊技術,
random replacement,隨機替換,
random retransmission interval,隨機再傳輸間隔,
random routing,隨機選路,
random sampling,隨機抽樣；隨機採樣,
random scan,隨機掃瞄,隨機掃描
random scan function,隨機掃瞄函數,
random scan storage tube display,隨機掃瞄存儲管顯示,
random schedule,隨機排程,隨機調度
random scheduling,隨機排程,
random search procedure,隨機搜尋程序,
random searching,隨機搜尋,隨機查找
random selection,隨機選擇,
random selection strategy,隨機選擇策略,
random self-reducibility,隨機自歸約,隨機自歸約[性]
random sentence generator,隨機句子產生器,
random sequence,隨機序列,
random sequential access,隨機順序存取,
random series,隨機級數,
flood light,漫射光,泛光
flood study,漫射影像研究,
flooding,滿螢幕,泛濫
flooding routing,擴散式選路,
floor function,地板函數,
floor of number,數的下整數,
floor space,（設備占的）底面積,
floor stock,現場庫存,
floor stock code,現場庫存碼,
floor time,停機時間；空閑時間,
flop symbol,拍符號,
flop-flop register,觸發器暫存器,
floppy,軟式磁碟的,
floppy base,軟碟基,
floppy data entry system,軟磁碟資料登錄系統,
floppy disc,軟磁碟,
floppy disc cartridge,軟磁碟匣,
floppy disc controller,軟碟控制器,
floppy disc drive,軟磁碟驅動機,
floppy disc editor,軟碟編輯器,
floppy disc operating system,軟磁碟操作系統,
floppy disc performance,軟碟性能,
floppy disc send/receive,軟磁碟發送接收,
floppy disc system,軟碟系統,
floppy disk,軟磁碟；磁片,"軟磁盤, *軟盤"
floppy disk archiving system,軟碟歸檔系統,
floppy disk assembler,軟碟組合程式,
floppy disk controller,軟碟控制器,
floppy disk drive,軟式磁碟驅動機,"軟盤驅動器, *軟驅"
floppy disk flutter,軟碟顫動,軟盤抖動
floppy disk format controller,軟碟格式控制器,
random signal,隨機信號,
random sine wave,隨機正弦波,
random software test,隨機軟體測試,
random sparse graph,隨機稀疏圖,
random start,隨機起動,
random switching,隨機開關,隨機開關
random test generation,隨機測試產生,隨機測試產生[法]
random testing,隨機測試,隨機測試
random time,隨機時間,
random time varying channel,隨機時變通道,
random uniform number,均勻分散的隨機數,
random user buffer,隨機用戶緩衝器,
random variable,隨機變數,
random variation,隨機變動,隨機變化
random vector,隨機向量,
random vibration,隨機振動,
random walk,隨機走步,
random walk method,隨機漫步法,
random-coding bound,隨機編碼限界,
randoming scheme,隨機化方案,
randomization,隨機化,
randomize,隨機化,
randomize block,隨機段,
randomize routine,隨機化常式,
randomize scheme,隨機化方案,
randomize table,隨機化表,
randomized nonreturn-to-zero change on one,隨機逢1變化不歸零制,
randomizer,隨機產生器,
randomizing,隨機化,
randomizing distributed data,隨機分散資料,
randomizing file addressing,隨機化檔案定址,
randomizing formula,隨機化公式,
floppy disk formatting,軟碟格式化,
floppy disk loader,磁片載入器,
floppy disk reader,軟碟閱讀機,
floppy disk reference point,軟碟參考點,
floppy disk sectors,軟碟扇區,
floppy disk unit,軟碟機,
floppy diskette,軟式磁片,
floppy magnetic disk memory,軟碟記憶體,
floppy mini,小軟磁碟,
floppy ROM,柔性唯讀記憶體,
floptical disk,軟光磁碟,光磁軟盤
flow,流程；流動,流
flow analysis,流程分析,
flow bidirectional,雙向流程,
flow block diagram,流程方塊圖,
flow board,模擬板,
flow comment,流程註釋,
flow compiler,流編譯器,
flow concept,流概念,
flow control,流程控制,流控制
flow control algorithm,流程控制演算法,
flow control data generator,流程控制資料產生器,
flow control mechanism,流程控制機構,
flow control parameter negotiation,流程控制參數協商,
flow control procedure,流程控制程序,
flow control scheme,流程控制方案,
flow control,流程控制,
flow debugging,流程除錯,
flow dependence,流程相依,流依賴
randomizing technique,隨機化技術,
randomizing transform,隨機化變換,
randomness,隨機（性）,
randomness test,隨機測試,
random-perturbation optimization,隨機擾動最佳化,
range,範圍；距離,
range adjustment,值域調整；距離調整,
range algorithm,範圍算法,
range analysis,值域分析,
range attribute,範圍屬性,
range check,範圍檢查；區域檢查,
range checking,範圍檢查,
range coding,範圍編碼,
range computer,範圍計算機,
range constraint,範圍約束,
range constriction,範圍壓縮,
range constriction search,範圍壓縮搜索,
range estimating procedure,範圍估計程序,
range evaluation procedure,範圍評估程序,
range extender,範圍延伸器,
range figures,範圍數,
range finder,測距器,
range image,範圍影像,
range independent,值域獨立,
range index,範圍索引,
range key,範圍鍵；範圍關鍵字,
range limit,範圍限制,范圍界限
range of a variable,變數作用域,
range of balanced error,平衡誤差範圍,
range of defocusing,散焦測距,散焦測距
flow diagram,流程圖；流向圖,流程圖
flow direction,流向,
flow graph,流程圖,
flow graph algorithm,流程圖演算法,
flow graph reducibility,流程圖可約性,
flow graph schematic model,流圖綱目模型,
flow in network,網路內流程,
flow insensitive problem,流程不敏感問題,
flow label,流程標號,
flow line,流程線；流線,
flow loop pipelining,流程迴路管線,
flow machine,流程機,
flow normal direction,正向流程,
flow of control,控制流程,
flow of control model,控制模型流程,
flow of control programming,控制程式設計流程,
flow of information,資訊流,
flow of program,程式流程,
flow parallel,平行流程,
flow process diagram,流處理圖,
flow program,流程式,
flow relation,流程關係,流關系
flow reverse-direction,反向流程,
flow sensitive problem,流程敏感問題,
flow sequencing,流程定序,
flow serial,串列流程,
flow sheet,操作程序框圖,
flow status attribute,狀態屬性流程,
flow structured programming,流程結構程式設計,
flow table,流程表,
range of DO,DO語句域,
range of error,誤差範圍,
range of scalar variable,純量變數範圍,
range of triangle,三角測距,三角測距
range query,範圍查詢,
range relation,範圍關係,
range specification,範圍規格,范圍規定
range switch,範圍開關,
range variable,範圍變數,
rank,階級；秩；等級,
rank defect,階級缺陷,
rank of a node,節點秩數,
rank statistics,秩統計量,
ranked alphabet,有序字母表,
ranked matching,有序匹配,
ranked of automata,自動機的秩評定,
rapid access,快速存取,
rapid access loop,快速存取迴路,
rapid access memory,快速存取記憶體,
rapid access processing,快速存取處理,
rapid access storage,快速存取儲存；快速存取儲存器,
rapid access storage memory,快速存取儲存器,
rapid answer,快速回答,
rapid cycle,快速循環,
rapid developement skill,快速開發技巧,
rapid digital automatic computing system,快速數位自動計算系統,
rapid internal storage,快速內儲存,
rapid memory,快速記憶體,
rapid printer,快速列印機,
rapid prototyping,快速原型設計,原型速成
flow trace,流追蹤,
flow tracer,流追蹤器,
flow tracer routine,流追蹤器常式,
flowchart,流程圖,流程圖
flowchart connector,流程圖連接器,
flowchart convention,流程圖慣例,
flowchart data,資料流程圖,
flowchart generator,流程圖產生器,
flowchart graph,流程圖圖形,
flowchart microprogramming language,流程圖微程式設計語言,
flowchart package,流程圖包,
flowchart process,流程圖過程,
flowchart program,流程圖程式,
flowchart schema,流程圖綱目,
flowchart symbol,流程圖符號,
flowchart technique,流程圖技術,
flowchart template,流程圖模板,
flowchart text,流程圖正文,
flowcharting,流程圖製作,
Floyd production,Floyd生產,
Floyd production recognizer,弗洛依德生成辨識器,
Floyd-Evans production language,弗洛依德伊方斯生成語言,
flubble,軟磁泡,
fluctuation,波動,
fluent computers,液態計算機,
fluerics,流控學,
fluid,流體,
fluid computer,射流計算機,
fluid container,減震箱,
fluid digital computer,流體數位計算機,
rapid prototyping method,快速原型設計方法,
rapid random access memory,快速隨機存取記憶體,
rapid storage,快速儲存,
rapidly extensible language,快速可擴充語言,
rapidly growing function,快速增長函數,
rare earth,稀土,
rare earth element,稀土元素,
rare earth orthoferrite,稀土正鐵氧體,
rare gas,稀有氣體,
rarefaction state,稀疏狀態,
RARP,地址反解析協定,逆地址解析協議
r-ary function,r進函數,
r-ary predicate,r進述詞,
raster,光柵；光域,
raster burn,光柵燒毀,
raster count,光柵計數,
raster data structure,光柵資料結構,柵格數據結構
raster display,光柵顯示器,光柵顯示
raster display device,光柵顯示裝置；掃瞄顯示裝置,
raster distortion,光柵失真,
raster formatted picture,光柵格式化圖畫,
raster graphics,光柵圖形；光域圖形,
raster grid,光柵網格,
raster image processor,光柵掃瞄影像處理機,
raster manipulation,光柵調處,
raster overlay,光柵覆蓋,
raster pattern,光柵型樣,
raster pattern generator,光柵型樣產生器,
raster pattern overlay,光柵型樣重疊,
raster pattern storage,光柵型樣儲存,
raster plotter,光柵繪圖器；光域繪圖器,
fluid dynamics,流體動力學,
fluid logic,流體邏輯,
fluid mechanics,流體力學,
fluid operated digital automatic computer,射流自動數位計算機,
fluid pump,流體泵,
fluidic,射流,
fluorescence,螢光,
fluorescent,螢光的,
fluorescent character display tube,螢光數位顯示管,熒光數碼管
fluorescent display,螢光顯示器,
fluorescent lamp,螢光燈,
fluorescent paint,螢光塗料,
fluorescent radiation,螢光輻射,
fluorescent screen,螢光屏幕,
fluorescent X-ray,螢光X射線,
fluorimeter,螢光計,
flush,排齊；清除,轉儲清除
flush close down,清除關閉,
flush left,左邊排齊,左對齊
flush printed board,齊平式印刷板,
flush right,右邊排齊,右對齊
flush time,通過時間,
flush type circuit,齊平式電路,
flushing,沖洗,
flushing time,通過時間,流過時間
flutter,顫動,
flutter and wow,速度不均勻性,
flutter computer,顫動計算機,
flux,通量；磁通,
flux change character,通量改變字元,
flux changes per inch,每英寸通量改變數；通量改變次數／英寸,
raster printer,光柵列印機,
raster scan,光柵掃瞄,光柵掃描
raster scan art,光柵掃瞄藝術,
raster scan computer graphic display,光柵掃瞄電腦圖形顯示,
raster scan display,光柵掃瞄顯示,
raster scan graphics,光柵掃瞄圖形學,
raster scan hidden surface algorithm,光柵掃瞄隱面算法,
raster scan imaging,光柵掃瞄成像,
raster scan plotter,光柵掃瞄繪圖器,
raster timing,光柵計時,
raster to vector,光柵至向量,
raster unit,光柵單位；光域單位,
raster-to-vector conversion,描點至向量轉換,
ratchet,棘輪；棘爪,
ratchet wheel,棘輪,
rate,速度；速率；（比）率；價格；費率,
rate and route operator,費率和路徑操作員,
rate center,費率中心,
rate control,速率控制,速率控制
rate distortion function,信號率失真函數,
rate multiplier,比率乘數,
rate network,費率網路,
rate of data signalling,收據傳輸速率,
rate of dynamic coincident code,動態重碼率,動態重碼率
rate of gate-to-pin,閘對接線比率,
rate of information throughput,資訊通量率,
rate of information transmission,資訊傳輸率,
rate of keying error,鍵入錯誤率,
rate of load growth,負載成長率,
rate of occurrence of error,誤差出現率,
rate of perforation,打孔速率,
flux coating,焊劑塗敷,
flux counter,磁通計數器,
flux curve,通量曲線,
flux density,通量密度,
flux gate,通量閘,
flux keeper,保通片,
flux leakage,漏磁,
flux logic elment array,磁通量邏輯元件陣列,
flux meter,磁通計,
